市場別,報告年度,公司代號,公司名稱,有害廢棄物量,非有害廢棄物量,廢棄物總量,資料範圍,廢棄物密集度,廢棄物密集度-單位,驗證狀態,網絡中心性,漂綠標籤,風險等級,異常標籤
上市,2021,911608.0,明輝-DR,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,911622.0,泰聚亨-DR,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,911868.0,同方友友-DR,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,912000.0,晨訊科-DR,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,9136.0,巨騰-DR,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,9802.0,鈺齊-KY,58.538,784.747,843.285,合併財務報表之母子公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2021,9902.0,台火,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,9904.0,寶成,5564.2,58873.0,64437.2,本公司製鞋廠區,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9905.0,大華,19.16,175.09,194.25,母公司,0.0719,百萬營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9906.0,欣巴巴,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,9907.0,統一實,354.41,4235.2,4589.61,廢棄物量為台灣總公司所產生之廢棄物,0.005,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9908.0,大台北,0.0,0.0,42.594,母公司三棟大樓,0.0013,營業額每10萬元,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2021,9910.0,豐泰,3919.0,32098.0,36017.0,包含合併財務報表之母子公司,0.0183,每仟元美金產值,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9911.0,櫻花,0.0,0.0,0.0,nan,0.0,,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9912.0,偉聯,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,9914.0,美利達,0.0,2109.0,2109.0,僅母公司,0.09,營業額單位為佰萬元,依據行政院環境保護署及有關機關之標準方法進行採樣、檢測。,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9917.0,中保科,0.0,0.0,28.867,母公司,4.0205,計算標準:排放量/每百萬元營收,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9918.0,欣天然,0.0,0.0,5.2,欣欣大樓,5.2,營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2021,9919.0,康那香,0.0,1301.0,1301.0,僅個體公司所有製造廠區(不含分公司),0.2,產量(噸),Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9921.0,巨大,0.0,3585.0,3585.0,僅母公司日南廠,0.0042,單台,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9924.0,福興,12.47,70.09,82.56,僅母公司,82.56,百萬營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9925.0,新保,0.0,136.5,136.5,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9926.0,新海,0.0,0.0,0.0,nan,0.0,,Unknown,0.0008998200359928014,可能漂綠,高風險,正常
上市,2021,9927.0,泰銘,0.0,0.0,565.75,全廠,0.0188,產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2021,9928.0,中視,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,9929.0,秋雨,0.0,1.8,1.8,僅母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9930.0,中聯資源,0.83,33896.76,33897.59,僅母公司,3.4287,公噸/百萬營業額(其中99.54%為廠內回收再利用),ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9931.0,欣高,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2021,9933.0,中鼎,0.0,1776.491,1776.491,中鼎總部大樓加上全球工地的一般廢棄物量,77.0067,百萬工時,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9934.0,成霖,0.0,3.6,3.6,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9935.0,慶豐富,0.0,563.0,563.0,僅母公司,0.0001,營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9937.0,全國,0.0,0.0,929.34,涵蓋本公司所有營運據點及同為經營加油站之子公司埔祥開發(股)公司及上員(股)公司,0.001,單位銷售產出量 KG/L,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9938.0,百和,0.0,1345.54,1345.54,台灣百和工業股份有限公司,0.17,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2021,9939.0,宏全,72.89,11705.71,11778.6,僅母公司,0.0,,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9940.0,信義,0.0,0.0,381.659,信義房屋股份有限公司,0.07,員工人數,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2021,9941.0,裕融,0.0,0.0,72.72,母公司+子公司新鑫、裕富數位,0.0587,人,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9942.0,茂順,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2021,9943.0,好樂迪,0.0,1457.95,1457.95,廚餘廢油焚化,0.8668,廢棄物量密集度(1457.95)/其他-營收百萬元(1681.905),Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9944.0,新麗,0.0,51.91,51.91,新麗企業八德廠,0.0564,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9945.0,潤泰新,0.0,120.0,120.0,冬山廠(子公司),0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9946.0,三發地產,0.0,0.0,0.0,nan,0.0,,Unknown,0.0008998200359928014,可能漂綠,高風險,正常
上市,2021,9955.0,佳龍,0.0,0.0,13.83,包含合併財務報表之母子公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2021,9958.0,世紀鋼,0.0,112.49,112.49,桃園市觀音區中山路一段1119號,0.0,,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1101.0,台泥,0.0,1363.66,1363.66,台泥台灣個體公司 (涵蓋企業團營運總部、研究室、2座水泥廠、24座製品廠),0.0002,產品,ISO 9001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1102.0,亞泥,0.0,2654.0,2654.0,亞洲水泥個體公司,0.247,百萬元營業額,ISO14001、ISO9001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1103.0,嘉泥,0.0,344.0,344.0,包含合併財務報表之母子公司,0.0002,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1104.0,環泥,0.0,16243.7284,16243.7284,母公司,0.0036,新台幣千元產值,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1108.0,幸福,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1109.0,信大,0.0,0.0,0.0,nan,0.0,,ISO 9001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1110.0,東泥,0.0,51.14,51.14,僅母公司,0.0301,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1201.0,味全,1.3,5378.4,5379.7,"""1.母公司(含總公司、中央研究所、營業所、台中廠、斗六廠、高雄廠)
 2.111年廢棄物重量為5379.70公噸，包含非有害廢棄物5378.40公噸及有廢棄物1.30公噸。
 廢棄物處理方式：有害廢棄物採焚燒及化學處理、非有害廢棄物則以回收再利用(含回收及 
 堆肥處理為主、焚化處理次之)
 3.111年廢棄物回收再利用及堆肥量等共計5212.00公噸，資源回收再利用率為96.9%。""",0.665,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1203.0,味王,0.0,0.0,567.8,僅母公司,0.25,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1210.0,大成,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,1213.0,大飲,52.13,20.0,72.13,僅母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1215.0,卜蜂,0.0,30571.45,30571.45,南投肉食品加工廠、台中飼料廠、高雄飼料廠、雲林飼料廠,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1216.0,統一,2.26,36403.71,36405.97,僅母公司,7.8,營業收入千萬元,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1217.0,愛之味,0.0,2346.8,2346.8,污泥、廢食用油、 菜渣、垃圾、廢紙、寶特瓶等,0.322,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1218.0,泰山,0.0,1750.54,1750.54,泰山食品廠+油脂廠+行政大樓1542、水產飼料廠+北斗牧場208.54,0.1821,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1219.0,福壽,0.035,436.05,436.085,母公司、子公司,0.0,千元營業額。,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1220.0,台榮,0.0,486.18,486.18,本公司雲林廠,0.0043,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1225.0,福懋油,0.42,841.15,841.57,母公司,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1227.0,佳格,4.0,6788.0,6792.0,佳格大園廠、中壢廠及佳乳湖口廠,0.0043,公噸/萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1229.0,聯華,0.0,322.635,322.635,母公司-聯華實業投資控股(股)公司以及子公司-聯華製粉食品(股)公司、聯華置產(股)公司,0.0437,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1231.0,聯華食,0.0,6775.63,6775.63,臺灣地區的總公司及各工廠之所有營運相關之活動,0.6289,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1232.0,大統益,0.0,1993.0,1993.0,僅母公司,0.099,百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1233.0,天仁,0.0,0.0,756.1,本公司天仁茶業股份有限公司直營單位,0.414,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1234.0,黑松,0.6,2324.0,2324.6,中壢廠、斗六廠,0.01,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1235.0,興泰,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1236.0,宏亞,0.0,607.0,607.0,母子公司,0.28,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1256.0,鮮活果汁-KY,12.526,4930.568,4943.094,子公司：蘇州鮮活飲品股份有限公司,0.0015,千元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1301.0,台塑,3251.0,197023.0,200274.0,母公司,1.0266,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1303.0,南亞,5635.07,80116.86,85751.93,母公司,0.0005,111年個體營業額(千元)。,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1304.0,台聚,63.35,389.27,452.62,台聚高雄廠,0.0022,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1305.0,華夏,47.0,2812.0,2859.0,華夏頭份廠、華聚林園廠、台氯林園廠,0.0027,產品,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1307.0,三芳,329.0,2030.0,2359.0,母公司,3.06,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1308.0,亞聚,0.0,274.44,274.44,亞聚林園廠,0.0021,產品,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1309.0,台達化,2.1,3492.6,3494.7,前鎮廠、林園廠、頭份廠、中山廠,0.0079,產品,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1310.0,台苯,0.0,1594.62,1594.62,台苯高雄廠,0.005,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1312.0,國喬,0.0,1114.71,1114.71,僅母公司,0.061,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1313.0,聯成,497.64,1145.41,1643.05,母公司林園廠,0.04,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1314.0,中石化,37627.0,18552.0,56179.0,母公司,2.2446,百萬元營業額,ISO 9001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1315.0,達新,0.0,103.0,103.0,母公司,0.0,,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1316.0,上曜,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1319.0,東陽,382.0,3320.0,3702.0,母公司,0.2357,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1321.0,大洋,11.32,633.93,645.25,母公司,0.0043,產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1323.0,永裕,0.0,229.14,229.14,"""永裕塑膠:96.65噸
 上海永裕:129.84噸
 威瑪精密:2.65噸""",0.0001,"母公司永裕塑膠96.65噸/1,816,611千元營業額=0.00005",Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1324.0,地球,86.09,69.62,155.71,母公司(幼一二廠),0.1584,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1325.0,恆大,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1326.0,台化,73.0,223242.0,223315.0,111年母公司及台醋公司之台灣廠區,90.28,營業額億元,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1337.0,再生-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1338.0,廣華-KY,355.92,1035.72,1391.64,僅重要子公司東莞廣澤汽車飾件有限公司,0.009,建築面積,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1339.0,昭輝,155.31,18.42,173.73,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1340.0,勝悅-KY,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1341.0,富林-KY,580.22,6696.251,7276.471,越南子公司,0.523,產品,ISO 14001,0.0011997600479904018,無漂綠跡象,高風險,正常
上市,2022,1342.0,八貫,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1402.0,遠東新,12138.0,178072.0,190210.0,生產事業21個生產據點,0.0272,產品,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1409.0,新纖,0.0,0.0,5935.11,新光合纖中壢廠,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1410.0,南染,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1413.0,宏洲,155.08,48.61,203.69,宏洲纖維工業股份有限公司桃園工廠,0.0647,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1414.0,東和,0.0,800.57,800.57,本公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1416.0,廣豐,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1417.0,嘉裕,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1418.0,東華,252.76,122.82,375.58,111年委託清除處理量(非經常性產出之事業廢棄物),0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1419.0,新紡,0.0,106.9396,106.9396,生產單位,0.0,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1423.0,利華,0.0,2.02,2.02,母公司,0.0,營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1432.0,大魯閣,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1434.0,福懋,2508.41,17143.58,19651.99,台灣廠區,0.75,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1435.0,中福,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,1436.0,華友聯,0.0,0.0,2935.0,僅母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1437.0,勤益控,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1438.0,三地開發,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1439.0,雋揚,0.0,0.0,2.5129,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1440.0,南紡,47.52,456.24,503.76,母公司生產廠區,0.045,百萬元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1441.0,大東,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1442.0,名軒,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1443.0,立益物流,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1444.0,力麗,0.0,3082.0,3082.0,母公司各廠區,0.0,,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1445.0,大宇,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1446.0,宏和,0.0,8.58,8.58,母公司,0.0001,千元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1447.0,力鵬,203.0,8565.0,8768.0,廠區,0.0,,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1449.0,佳和,0.0,380.7,380.7,母公司,0.15,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1451.0,年興,7051.0,7250.0,14301.0,包含合併財務報表之母子公司,0.0016,千元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1452.0,宏益,0.0,10.81,10.81,包含合併財務報表之母子公司,0.0005,每公噸產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1453.0,大將,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1454.0,台富,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1455.0,集盛,0.0,1494.3,1494.3,母公司之五個製造廠區。,0.0087,產品,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1456.0,怡華,0.0,132.0,132.0,台南官田廠,0.013,服務,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1457.0,宜進,0.0,0.0,2.784,宜進實業股份有限公司及子公司(光明絲織廠股份有限公司、宏洲纖維工業股份有限公司、億東纖維股份有限公司、欣懋投資股份有限公司、大田國際開發股份有限公司、大宜國際開發股份有限公司)台北公司,0.0028,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1459.0,聯發,0.0,64.75,64.75,工廠,0.0033,產品,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1460.0,宏遠,0.0,10030.59,10030.59,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1463.0,強盛新,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1464.0,得力,0.0,3811.42,3811.42,僅母公司,0.8748,百萬元營業額,ISO 14001,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1465.0,偉全,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1466.0,聚隆,0.0,250.0,250.0,母公司,0.0089,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1467.0,南緯,0.032,25.728,25.76,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1468.0,昶和,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,1470.0,大統新創,0.0,1281.0,1281.0,合併財務報表之母子公司之桃園廠區,0.24,產量(公噸),Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1471.0,首利,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1472.0,三洋實業,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,1473.0,台南,685.53,1149.15,1834.68,包含合併財務報表之母子公司,0.0001,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1474.0,弘裕,0.0,732.0,732.0,母公司,0.29,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1475.0,業旺,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1476.0,儒鴻,0.0,0.0,12181.081,包含合併財務報表之母子公司,0.0003,百萬元營業額,Unknown,0.00029994001199760045,無漂綠跡象,高風險,正常
上市,2022,1477.0,聚陽,78.0,2862.0,2940.0,"範圍含聚陽股份有限公司(總公司)、Leader Garments Corp.、Moha Garments Co., Ltd.、Triple Garment(Vietnam) Co., Ltd.、Makalot Garments(Vietnam) Co., Ltd.、Makalot Garments(Cambodia) Co., Ltd.、PT. Glory Industrial Semarang、 PT. Starlight Garment Semarang、Leader Garment(Vietnam) Co., Ltd.、Jiaxing Ruiyang Garment Co., Ltd、Jiaxing Rising Garment Co.,Ltd、Jiaxing Suntex Garment Co.,Ltd",0.09,百萬元營業額,ISAE3000,0.005398920215956808,無漂綠跡象,高風險,正常
上市,2022,1503.0,士電,2.0,986.84,988.84,揭露範疇涵蓋士電台灣營運地區，包含台北總部及四大事業群(重電事業群、電裝品事業群、機器事業群與自動化事業群)但揭露範疇不包含合併報表之子公司及海外據點。,0.0,,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1504.0,東元,0.0,1981.26,1981.26,台灣所有廠區,11.5,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1506.0,正道,2.23,839.83,842.06,僅母公司,0.9133,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1512.0,瑞利,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1513.0,中興電,0.0,0.0,416.8362,母公司111年度,0.0225,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1514.0,亞力,0.0,115.76,115.76,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1515.0,力山,19.14,40.36,59.5,僅母公司,0.013,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1516.0,川飛,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1517.0,利奇,0.0,592.8791,592.8791,廢紙、廢木材棧板、廢塑膠、廢鐵、廢潤滑油、廢無機性污泥、廢橡膠或其混合物,0.1539,百萬元營業額,Unknown,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1519.0,華城,0.0,0.0,1046.456,僅母公司,0.1442,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1521.0,大億,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,1522.0,堤維西,0.0,620.15,620.15,111年廢棄物聯單系統,5.38,億元營收,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1524.0,耿鼎,0.0,219.99,219.99,母公司,0.0149,產品,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1525.0,江申,0.0,188.35,188.35,僅母公司,0.125,百萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1526.0,日馳,0.0,0.0,67.34,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1527.0,鑽全,0.0,40.63,40.63,全公司,40.63,千元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1528.0,恩德,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1529.0,樂事綠能,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,1530.0,亞崴,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1531.0,高林股,0.0,0.0,0.0,nan,0.0,,Unknown,0.0005998800239952009,可能漂綠,高風險,正常
上市,2022,1532.0,勤美,4.29,5549.48,5553.77,勤美股份有限公司金屬成型事業處,0.3419,產品,ISO 14001：2015,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1533.0,車王電,1.39,118.51,119.9,母子(孫)公司,119.9,千元營業額,ISO 14001,0.0008998200359928014,無漂綠跡象,高風險,正常
上市,2022,1535.0,中宇,0.0,12.05,12.05,包含合併財務報表之母子公司,0.0136,千萬元營業額,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1536.0,和大,0.0,0.0,554.87,僅母公司,0.076,百萬元營業額,ISO 14001,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1537.0,廣隆,2491.0,1089.0,3580.0,含合併財務報表之母子公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1538.0,正峰,0.0,15.1,15.1,母公司,0.0,,Unknown,0.0005998800239952009,無漂綠跡象,高風險,正常
上市,2022,1539.0,巨庭,0.0,0.0,0.0,nan,0.0,,Unknown,0.00029994001199760045,可能漂綠,高風險,正常
上市,2022,1540.0,喬福,0.0,0.0,0.0,母公司,0.0,,Unknown,0.0008998200359928014,可能漂綠,高風險,正常
