"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"1722","台肥","TFC","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","https://www.taifer.com.tw/CSR/FileUploadCategoryListC011600.aspx?CategoryID=f2d35ebb-124c-49a1-89f0-f4c6afd0c74b&appname=FileUploadCategoryListC011600","","2022/09/19","","","https://www.taifer.com.tw/CSR/FileUploadCategoryListC011600.aspx?CategoryID=f2d35ebb-124c-49a1-89f0-f4c6afd0c74b&appname=FileUploadCategoryListC011600                                                  ","","2022/12/30","","","gee@taifer.com.tw                                                                                                       ",""
"1723","中碳","CSCC","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","http://www.cscc.com.tw/csr/index.html","","2022/06/30","","","                                                                                                                                                                                                        ","","","","2023/03/09","02886@e-cscc.com.tw                                                                                                     ","無"
"1725","元禎","YJE","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","http://www.yuanjen.com/pdf/5.1.01.110.pdf","","2022/09/23","","","                                                                                                                                                                                                        ","","","","","042@yuanjen.com.tw                                                                                                      ","無。"
"1726","永記","Y.C.P.","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.rainbowpaint.com.tw/csr","","2022/09/15","","","                                                                                                                                                                                                        ","","","","","ycpfin@mail.rainbowpaint.com.tw                                                                                         ",""
"1727","中華化","CHCIW","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","青山永續聯合會計師事務所","","https://www.chciw.com.tw/index.php/ch/csr/index.html","","2022/05/31","","2022/05/31","                                                                                                                                                                                                        ","","","","","es1@chciw.com.tw                                                                                                        ",""
"1730","花仙子","FARCENT","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","http://www.farcent.com.tw/responsibility01","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","csr@farcent.com.tw                                                                                                      ","無"
"1732","毛寶","Mao Bao","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","蘊揚聯合會計師事務所","","https://www.maobao.com.tw/information/about_us/detail&information_id=13","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","tia@maobao.com.tw                                                                                                       ","無"
"1733","五鼎","ApexBio","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.apexbio.com.tw/","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","hr@apexbio.com                                                                                                          ",""
"1735","日勝化","　　EMC","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","http://www.twemc.com.tw/files/csr/2021_EMC_ESG_CHT.pdf","","2022/09/30","","","www.twemc.com.tw/files/csr/2021_EMC_ESG_ENG.pdf                                                                                                                                                         ","","2022/09/30","","","baohua@twemc.com.tw                                                                                                     ","無。"
"1737","臺鹽","Taiyen","1. 屬食品工業者","食品工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","安永聯合會計師事務所","","https://www.tybio.com.tw/taiyen/tw/csr/view/1/45/8","","2022/09/27","","","                                                                                                                                                                                                        ","","","","","claireh@tybio.com.tw  行銷處公關組 黃詩舫                                                                               ",""
"1762","中化生","CCSB","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.ccsb.com.tw/chinese/10_csr/02_report.aspx","","2022/06/23","","2022/06/23","http://www.ccsb.com.tw/english/10_csr/02_report.aspx                                                                                                                                                    ","","2022/08/10","","","eason@ccsb.com.tw                                                                                                       ",""
"1773","勝一","SHINY  CHEMICAL","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","https://www.shinychem.com.tw/index.php?option=module&lang=cht&task=showlist&id=149&index=8","","2022/09/28","","","                                                                                                                                                                                                        ","","","","","csr@shinychem.com.tw                                                                                                    ",""
"1776","展宇","Headway","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","http://www.headway.com.tw/download/ESG_Report_2021.pdf","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","gan6048@headway.com.tw                                                                                                  ",""
"1789","神隆","SPT","5. 股本達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.scinopharm.com.tw/Responsibility.asp","","2022/08/29","","","https://www.scinopharm.com/Responsibility.asp                                                                                                                                                           ","","2022/09/14","","","info@scinopharm.com                                                                                                     ","無"
"1795","美時","Lotus Pharm","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.lotuspharm.com.tw/company/citizenship","","2022/06/29","","","                                                                                                                                                                                                        ","","","","","erica.yen@lotuspharm.com                                                                                                ",""
"1802","台玻","TGI","5. 股本達新臺幣一百億元以上者","玻璃陶瓷","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永會計師事務所","","http://www.taiwanglass.com/information_list.php?langeno=tw&sid=286","","2022/09/19","","","http://www.taiwanglass.com/information_list.php?langeno=tw&sid=286                                                                                                                                      ","","2022/12/28","","","ESG@taiwanglass.com；CSR@taiwanglass.com                                                                                ",""
"1904","正隆","Cheng Loong","5. 股本達新臺幣一百億元以上者","造紙工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會 BSI","","http://www.clc.com.tw/_upload/files/2021ESG.pdf","","2022/06/23","","2022/07/29","http://www.clc.com.tw/_upload/files/2021ESG_EN.pdf                                                                                                                                                      ","","2022/07/29","","2022/07/29","csr@mail.clc.com.tw                                                                                                     ","2021英文版報告書編制中，預計111.7.30前完成上傳"
"1905","華紙","CHP","5. 股本達新臺幣一百億元以上者","造紙工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會 (British Standards Institution, BSI)","","http://www.chp.com.tw/responsibility/report_download","","2022/06/30","","","http://www.chp.com.tw/en/responsibility/report_download                                                                                                                                                 ","","2022/11/30","","","csroffice.chp@yfy.com                                                                                                   ","無"
"1907","永豐餘","YFY","5. 股本達新臺幣一百億元以上者","造紙工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","SGS TAIWAN LTD.","","https://csr.yfy.com/report","","2022/06/30","","","https://csr.yfy.com/report                                                                                                                                                                              ","","2023/03/08","","","yfy.csr@yfy.com                                                                                                         ","無"
"1909","榮成","Longchen P&P","5. 股本達新臺幣一百億元以上者","造紙工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://www.longchenpaper.com/B7002.asp","","2022/06/30","","","https://www.longchenpaper.com/Lcpc_new_EN/B7002.asp                                                                                                                                                     ","","2022/07/28","","2022/07/26","william.lin@longchenpaper.com                                                                                           ",""
"2002","中鋼","CSC","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會","","https://www.csc.com.tw/csc/hr/csr/wb/dow.htm","","2022/06/29","","","https://www.csc.com.tw/csc_e/hr/csr/wb/dow.htm                                                                                                                                                          ","","2022/08/18","","","210690@mail.csc.com.tw                                                                                                  ","111年05月06日中國鋼鐵股份有限公司永續發展實務守則修正通過"
"2006","東和鋼鐵","Tung Ho Steel","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","https://www.tunghosteel.com/CSR/report","","2022/06/30","","","https://www.tunghosteel.com/Files/papp/300/Tung%20Ho%20Steel%20Sustainability%20Report%202021.pdf                                                                                                       ","","2022/11/23","","","dingyuj@tunghosteel.com                                                                                                 ",""
"2007","燁興","YH","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://web.yheco.com.tw/YH_CSR.asp","","2022/06/16","","2022/06/16","http://www.yheco.com.tw/English/YH_CSR.asp                                                                                                                                                              ","","2022/12/28","","","yh11311@yheco.com.tw                                                                                                    ",""
"2009","第一銅","FCC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.fcht.com.tw/","","2022/06/27","","","                                                                                                                                                                                                        ","","","","","he520@hegroup.com.tw                                                                                                    ",""
"2010","春源","CHUN YUAN STEEL","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.cysco.com.tw/","","2022/06/24","","2022/06/24","                                                                                                                                                                                                        ","","2022/06/24","","2022/08/12","020052@cysco.com.tw                                                                                                     ",""
"2012","春雨","CHUN YU","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.chunyu.com.tw/TW/social.html","","2022/09/30","","2022/11/01","                                                                                                                                                                                                        ","","","","","heavenly1115@chunyu.com.tw                                                                                              ","110年度永續報告書揭露事項包含截至111年6月22日之董事會改選事宜"
"2013","中鋼構","CSSC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://csr.cssc.com.tw/cssc_csr/download.php","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","19869@cssc.com.tw 20024@cssc.com.tw                                                                                     ",""
"2014","中鴻","CHUNG HUNG","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","香港商英國標準協會太平洋有限公司台灣分公司","","http://www.chsteel.com.tw/csr/ov/pdf/2021CSR.pdf","","2022/06/28","","","http://www.chsteel.com.tw/en/csr/ov/pdf/2021CSR.pdf                                                                                                                                                     ","","2022/08/29","","2022/08/29","chs@chsteel.com.tw                                                                                                      ",""
"2015","豐興","FH","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.fenghsin.com.tw/reportdwn.html","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","Q2782@fenghsin.com.tw                                                                                                   ",""
"2017","官田鋼","Quintain Steel","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.quintain.com.tw/profile4-2.php?id=16864&lang=tchinese","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","u8706001@quintain.com.tw                                                                                                ","無"
"2023","燁輝","YP","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾(國際)股份有限公司","","https://www.yiehphui.com.tw/upload/myfiles/csr/CSR2021.pdf","","2022/06/21","","2022/06/21","                                                                                                                                                                                                        ","","","","","CSRmail@yiehphui.com.tw                                                                                                 ",""
"2027","大成鋼","TC","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","秉承聯合會計師事務所","","http://www.tachen.com.tw/aboutTachenGrp.asp","","2022/06/24","","","http://www.tachen.com.tw/aboutTachenGrp.asp                                                                                                                                                             ","","2022/08/17","","","iris@tachen.com.tw                                                                                                      ","無"
"2029","盛餘","SYSCO","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.shengyusteel.com/main/csr.aspx","","2022/09/12","","2022/09/19","https://www.shengyusteel.com/EN/csr.aspx                                                                                                                                                                ","","2022/12/27","","","k_ho@shengyusteel.com                                                                                                   ",""
"2031","新光鋼","Hkssteel","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://csr.hkssteel.com.tw/download/2021csr.pdf","","2022/08/29","","2022/09/13","https://csr.hkssteel.com.tw/EN/download/2021csr.pdf                                                                                                                                                     ","","2022/09/26","","","hkssteel@ms4.hinet.net                                                                                                  ",""
"2049","上銀","HIWIN","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","http://csr.hiwin.tw","","2022/06/30","","","http://csr.hiwin.tw/download.aspx                                                                                                                                                                       ","","2022/12/26","","","csr@hiwin.tw                                                                                                            ",""
"2059","川湖","king slide","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.kingslide.com/csr_report","","2022/07/25","","","https://www.kingslide.com/csr_report                                                                                                                                                                    ","","2022/09/28","","","andy.yao@kingslide.com                                                                                                  ",""
"2062","橋椿","SSM","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","居家生活","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","http://www.sunspring.com.tw/stock.html","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","ir@sunspring.com.tw                                                                                                     ",""
"2101","南港","NK","5. 股本達新臺幣一百億元以上者","橡膠工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","bsi 英國標準協會台灣分公司","","https://www.nankang-tyre.com/csr","","2022/06/30","","2022/07/05","https://www.nankang-tyre.com/csr                                                                                                                                                                        ","","2022/06/30","","2022/07/05","CSRreport@nankang.com.tw                                                                                                ",""
"2102","泰豐","FEDERAL CORP","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","橡膠工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://federalcorporation.com.tw/tc/SocialResponsibility.php","","2022/06/30","","2022/07/12","                                                                                                                                                                                                        ","","","","","hylu@federaltire.com.tw                                                                                                 ",""
"2103","台橡","TSRC","3. 屬化學工業者","橡膠工業","2021/01/01~2021/12/31","2. OTHERS其他依循標準：GRI 準則及永續會計準則委員會（Sustainability Accounting Standards Board, SASB）","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","SGS(本報告書另經安侯建業會計師事務所依確信準則公報第一號進行有限確信。)","","https://www.tsrc.com.tw/tw/csr/publication-download/","","2022/06/30","","2022/06/30","https://www.tsrc.com.tw/csr/publication-download/                                                                                                                                                       ","","2022/09/01","","","ESG.admin@tsrc-global.com                                                                                               ",""
"2104","國際中橡","CSRC","5. 股本達新臺幣一百億元以上者","橡膠工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.csrcgroup.com/csr/report.html","","2022/09/26","","","https://www.csrcgroup.com/csr-en/report.html                                                                                                                                                            ","","2022/09/26","","","vanessachiang@csrcgroup.com                                                                                             ",""
"2105","正新","CST","5. 股本達新臺幣一百億元以上者","橡膠工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.cst.com.tw","","2022/06/28","","","https://www.cst.com.tw/csr.php                                                                                                                                                                          ","","2022/10/04","","","HPLIN@tw.maxxis.com                                                                                                     ","無。"
"2106","建大","KENDA","5. 股本達新臺幣一百億元以上者","橡膠工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://csr.kenda.com.tw/default.aspx?lang=0&menuid=4,116&editable=1","","2022/06/28","","","http://csr.kenda.com.tw/default.aspx?lang=0&menuid=4,116&editable=1                                                                                                                                     ","","2022/10/28","","","kenda@kenda.com.tw                                                                                                      ",""
"2108","南帝","NANTEX","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","橡膠工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","","","2022/10/17","","","                                                                                                                                                                                                        ","","","","","chrisli103@nantex.com.tw                                                                                                ",""
"2201","裕隆","YL","5. 股本達新臺幣一百億元以上者","汽車工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.yulon-motor.com.tw/csr_report.aspx","","2022/06/30","","","https://www.yulon-motor.com.tw/en/investors.aspx                                                                                                                                                        ","","2022/12/05","","","ESG@yulon-motor.com.tw                                                                                                  ",""
"2204","中華","CMC","5. 股本達新臺幣一百億元以上者","汽車工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","台灣檢驗科技股份有限公司","","https://www.china-motor.com.tw/layout2.php?name=CSR%20Report","","2022/06/30","","","https://www.cmc-motor.com/layout1.php?name=Corporate%20Social%20Responsibility                                                                                                                          ","","2022/12/09","","","lisa.lee@china-motor.com                                                                                                ",""
"2206","三陽工業","SYM","5. 股本達新臺幣一百億元以上者","汽車工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.sanyang.com.tw","","2022/06/28","","2022/06/29","                                                                                                                                                                                                        ","","","","","csr@sym.com.tw                                                                                                          ","無"
"2207","和泰車","HOTAI MOTOR","5. 股本達新臺幣一百億元以上者","汽車工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","香港商英國標準協會太平洋有限公司台灣分公司(BSI Taiwan)","","https://pressroom.hotaimotor.com.tw/csr","","2022/06/30","","","https://pressroom.hotaimotor.com.tw/en/article/e2HTThs5M                                                                                                                                                ","","2022/09/13","","","PU01@hotaimotor.com.tw                                                                                                  ",""
"2208","台船","　　CSBC","5. 股本達新臺幣一百億元以上者","航運業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www2.csbcnet.com.tw/csr/download.htm","","2022/06/28","","","                                                                                                                                                                                                        ","","","","","094406@csbcnet.com.tw                                                                                                   ","無"
"2211","長榮鋼","EGST","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.evergreennet.com/fileList","","2022/06/29","","","https://www.evergreennet.com/en/fileList                                                                                                                                                                ","","2022/08/22","","","elizawang@evergreennet.com                                                                                              ","無"
"2227","裕日車","YNM","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","汽車工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://new.nissan.com.tw/nissan/brand/csr#/social_resposibility","","2022/06/28","","","                                                                                                                                                                                                        ","","","","","pin.hu@yulon-nissan.com.tw                                                                                              ",""
"2241","艾姆勒","Amulaire","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","汽車工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.amulaire.com/csr","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","ir@amulaire.com                                                                                                         ",""
"2301","光寶科","LTC","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","SGS","","https://www.liteon.com/zh-tw/globalcitizenship/365","","2022/06/30","","","                                                                                                                                                                                                        ","","","","2022/08/23","CSR@liteon.com                                                                                                          ","無"
"2303","聯電","UMC","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣檢驗科技(股)公司(SGS Taiwan Ltd.)","","https://www.umc.com/zh-TW/Download/corporate_sustainability_reports","","2022/06/29","","","https://www.umc.com/en/Download/corporate_sustainability_reports                                                                                                                                        ","","2022/06/29","","","csr@umc.com                                                                                                             ",""
"2308","台達電","DELTA","5. 股本達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","PwC 資誠聯合會計師事務所","","https://esg.deltaww.com/CSR-Reports","","2022/08/31","","","https://esg.deltaww.com/en/CSR-Reports                                                                                                                                                                  ","","2022/08/31","","","csr@deltaww.com                                                                                                         ","其他查驗: SGS 台灣檢驗科技股份有限公司 AA1000 Type 2 高度保證等級"
"2312","金寶","KINPO","5. 股本達新臺幣一百億元以上者","其他電子業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","安永聯合會計師事務所","","https://www.kinpo.com.tw/zh-TW/document-center#%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8","","2022/09/29","","","https://www.kinpo.com.tw/en-US/document-center#Sustainability%20Reports                                                                                                                                 ","","2022/12/30","","","kinpo_esg@kinpo.com.tw                                                                                                  ","無"
"2313","華通","COMPEQ MANUFACT","5. 股本達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","TUV NORD","","http://www.compeq.com.tw/duty03.php","","2022/06/22","","2024/10/21","https://www.compeq.com.tw/duty03.php                                                                                                                                                                    ","","2024/10/22","","2022/08/02","lianhsu@compeq.com.tw                                                                                                   ",""
"2317","鴻海","HON HAI","5. 股本達新臺幣一百億元以上者","其他電子業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","bsi","","https://www.foxconn.com/zh-tw/CSR/csr-report","","2022/06/30","","","https://www.foxconn.com/en-us/CSR/csr-report                                                                                                                                                            ","","2022/12/26","","","fgsc-03@foxconn.com                                                                                                     ",""
"2323","中環","CMC","5. 股本達新臺幣一百億元以上者","光電業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.cmcnet.com.tw","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","csr@cmcnet.com.tw                                                                                                       ",""
"2324","仁寶","Compal","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","SGS臺灣檢驗科技股份有限公司","","https://www.compal.com/CSR/ZH/download.aspx","","2022/06/29","","2022/09/06","https://www.compal.com/CSR/ZH/download.aspx                                                                                                                                                             ","","2022/09/06","","2022/09/06","Lisa_Sung@compal.com                                                                                                    ",""
"2327","國巨","YAGEO","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.yageo.com/upload/media/about/ESG/2021/YAGEO_ESG2021_tw.pdf","","2022/09/20","","","https://www.yageo.com/upload/media/about/ESG/2021/YAGEO_ESG2021_en.pdf                                                                                                                                  ","","2022/11/29","","2022/11/29","csr@yageo.com                                                                                                           ",""
"2328","廣宇","PI","5. 股本達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.panpi.com.tw/tw/sustainability/csr_reports","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","john.kuo@panpi.com.tw                                                                                                   ","無"
"2329","華泰","OSE","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.ose.com.tw/about/about-ose/contact/#downloads","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","csr@ose.com.tw                                                                                                          ",""
"2330","台積電","TSMC","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","立恩威國際驗證公司，採用DNV VeriSustainTM Protocol，與AA1000當責性原則標準及ISAE3000認證準則一致","","https://esg.tsmc.com/download/file/2021_sustainabilityReport/chinese/c-all.pdf","","2022/06/30","","","https://esg.tsmc.com/download/file/2021_sustainabilityReport/english/e-all.pdf                                                                                                                          ","","2022/06/30","","","esg@tsmc.com                                                                                                            ",""
"2331","精英","ECS","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.ecs.com.tw","","2022/06/28","","","https://www.ecs.com.tw/en                                                                                                                                                                               ","","2022/12/28","","","axlender.lin@ecs.com.tw                                                                                                 ",""
"2332","友訊","D-LINK","5. 股本達新臺幣一百億元以上者","通信網路業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","SGS台灣檢驗科技(股)公司","","https://www.dlinktw.com.tw/about/dlink/7","","2022/06/30","","","https://www.dlinktw.com.tw/about/dlink/7                                                                                                                                                                ","","2022/09/30","","","csr@dlinkcorp.com                                                                                                       ","無"
"2337","旺宏","Macronix","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣衛理國際品保驗證股份有限公司","","https://www.macronix.com/zh-tw/about/CSR/Pages/CSR-report.aspx","","2022/06/30","","","https://www.macronix.com/en-us/about/CSR/Pages/CSR-report.aspx                                                                                                                                          ","","2022/10/11","","","pubcsr@mxic.com.tw                                                                                                      ",""
