"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"3628","盈正","ABLEREX","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.ablerex.com.tw/ch/csr_3_7.php","","2023/09/01","","","https://www.ablerex.com.tw/esg_3_4.php                                                                                                                                                                  ","","2023/10/04","","","jack.teng@ablerex.com.tw                                                                                                ",""
"3663","鑫科","TTMC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://reurl.cc/kXyG5q","","2023/06/29","","","                                                                                                                                                                                                        ","","","","","skuo@e-ttmc.com.tw                                                                                                      ",""
"3675","德微","Eris Tech","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.eris.com.tw/erisSocialResponsibility.php","","2023/09/25","","2023/10/03","https://www.eris.com.tw/erisSocialResponsibility_EN.php                                                                                                                                                 ","","2023/11/29","","","esther.chiu@eris.com.tw                                                                                                 ","無"
"3680","家登","Gudeng","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI 準則、AA 1000、SASB、氣候相關財務揭露(TCFD)框架","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","DNV GL Business Assurance Co., Ltd.","","https://esg.gudeng.com/report.html","","2023/11/16","","","https://esg.gudeng.com/EN/report.html                                                                                                                                                                   ","","2023/11/16","","","Yaling.Chen@gudeng.com                                                                                                  ",""
"3689","湧德","UDE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.ude-corp.com/tw/news/14871","","2023/09/19","","","                                                                                                                                                                                                        ","","","","","ken.tian@ude-corp.com                                                                                                   ",""
"3707","漢磊","EPISIL","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.episil.com/index/","","2023/06/29","","","                                                                                                                                                                                                        ","","","","","episil_mail@episil.com                                                                                                  ",""
"3710","連展投控","ACON Holding","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.acon-holding.com/?action=case&id=33","","2023/09/28","","2023/11/28","                                                                                                                                                                                                        ","","","","","ESG@acon-holding.com                                                                                                    ",""
"4105","東洋","TTY","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份 有限公司(Afnor Asia Ltd.)","","https://ch.tty.com.tw/ec99/rwd1181/Category.asp?category_id=158","","2023/06/26","","","https://eng.tty.com.tw/ec99/rwd1195/Category.asp?category_id=142                                                                                                                                        ","","2024/03/13","","","carol_huang@tty.com.tw                                                                                                  ",""
"4113","聯上","WE&WIN","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://kh.vvvvv.com.tw/p4-2-12.asp","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","nancy@vvvvv.com.tw                                                                                                      ",""
"4114","健喬","SYNMOSA","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.synmosa.com.tw/TW/Images/CSR/2022%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","anton1334@synmosa.com.tw                                                                                                ",""
"4121","優盛","ROSSMAX","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：G3","無","無資料","N/A","","http://60.251.41.252/inv/tw/Investor%20Relations.htm","","2023/06/29","","","http://60.251.41.252/inv/tw/Investor%20Relations.htm                                                                                                                                                    ","","2023/06/29","","","max.liu@rossmax.com                                                                                                     ",""
"4123","晟德","Center Lab.","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.centerlab.com.tw/","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","kelly.chang@centerlab.com.tw                                                                                            ","無"
"4126","太醫","PAHSCO","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","SGS 台灣檢驗科技股份有限公司","","https://www.pahsco.com.tw/tw/esg/document/","","2023/08/09","","","https://www.pahsco.com.tw/esg/document/                                                                                                                                                                 ","","2023/10/13","","","catherinem@pahsco.com.tw                                                                                                ",""
"4128","中天","MICROBIO","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","立恩威國際驗證股份有限公司 DNV Business Assurance Co., Ltd","","https://www.twmicrobio.com/home_04.php?p=10&a=110","","2023/06/30","","","https://www.twmicrobio.com/en/home_04.php?p=10&a=104                                                                                                                                                    ","","2023/10/27","","","csr.microbio@microbio.com.tw                                                                                            ",""
"4129","聯合","UOC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","德昌聯合會計師事務所","","https://tw.unitedorthopedic.com/esg/report/","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","tw.service@unitedorthopedic.com                                                                                         ",""
"4138","曜亞","DMT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.dmttw.com.tw/category/%e6%b0%b8%e7%ba%8c%e7%99%bc%e5%b1%95/","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","waterchiang@dmttw.com                                                                                                   ",""
"4147","中裕","TMB","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","https://www.taimedbiologics.com/article_d.php?lang=tw&tb=7&cid=130&id=1121","","2023/08/21","","","                                                                                                                                                                                                        ","","","","","jchen@taimedbio.com                                                                                                     ",""
"4153","鈺緯","DIVA Labs.","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.diva.com.tw/zh-tw/news/index/27","","2023/06/29","","","                                                                                                                                                                                                        ","","","","","angel_chian@diva.com.tw                                                                                                 ",""
"4157","太景*-KY","TAIGEN","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI準則、永續會計準則(SASB)","無","無資料","N/A","","https://www.taigenbiotech.com/tw/social/report","","2023/09/06","","","                                                                                                                                                                                                        ","","","","","service@taigenbiotech.com                                                                                               ",""
"4162","智擎","PEI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.pharmaengine.com/","","2023/09/01","","","https://www.pharmaengine.com/                                                                                                                                                                           ","","2023/09/01","","","chihsing.chang@pharmaengine.com                                                                                         ",""
"4167","松瑞藥","SLC","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.saviorlifetec.com.tw/zh/careers-200","","2023/06/30","","2023/09/08","https://www.saviorlifetec.com.tw/zh/careers-200                                                                                                                                                         ","","2023/09/08","","","stock@saviorlifetec.com.tw                                                                                              ",""
"4173","久裕","ARICH","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","http://www.arich.com.tw/Files/Investor/%E4%B9%85%E8%A3%95%E4%BC%81%E6%A5%AD_2022%20ESG%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8_112.09.25(final).pdf","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","sophie.lin@arich.com.tw                                                                                                 ",""
"4174","浩鼎","OBI","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.obipharma.com/zh-hant/esg/","","2023/06/29","","","                                                                                                                                                                                                        ","","","","","info@obipharma.com; slee@obipharma.com                                                                                  ","無"
"4175","杏一","MedFirst","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.medfirst.com.tw/page/002","","2023/12/29","","2024/01/31","                                                                                                                                                                                                        ","","","","","ir@medfirst.com.tw                                                                                                      ","無"
"4205","中華食","CHUNG HWA","1. 屬食品工業者","食品工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計事務所","","https://www.herngyih.com.tw/stakeholder/8/1.htm","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","herng.jason@msa.hinet.net                                                                                               ",""
"4207","環泰","TFC","1. 屬食品工業者","食品工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正大聯合會計師事務所","","http://www.fructose.com.tw/tw/Download5","","2023/09/22","","","                                                                                                                                                                                                        ","","","","","ad02@fructose.com.tw                                                                                                    ",""
"4419","皇家美食","KH","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","立本台灣聯合會計師事務所","","https://ensureglobal.com.tw/","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","longlon.com@msa.hinet.net                                                                                               ",""
"4433","興采","Singtex","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","紡織纖維","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.singtex.com/zh/responsibility-sustainability/","","2023/09/27","","","https://www.singtex.com/environmental-sustainability/                                                                                                                                                   ","","2023/11/07","","","nicola.ch@singtex.com                                                                                                   ",""
"4506","崇友","GFC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.gfc.com.tw/invest.php?PC_ID=20150917001&ac=8","","2023/09/26","","","https://www.gfc.com.tw/en/backend/govern/INC_PDF2/2022gfc_esg_report_eng.pdf                                                                                                                            ","","2023/12/14","","","ann.hsiao@gfc.com.tw                                                                                                    ","無"
"4530","宏易","Honyi","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正風聯合會計師事務所","","http://www.honyigroup.com","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","jack.hsiao@honyigroup.com                                                                                               ",""
"4535","至興","FBT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI香港商英國標準協會太平洋有限公司台灣分 公司","","https://www.fineblanking.com.tw/ec99/rwd1280/category.asp?category_id=31","","2023/09/14","","","https://www.fineblanking.com.tw/ec99/rwd1280/category.asp?category_id=31                                                                                                                                ","","2024/07/26","","","adm20@fineblanking.com.tw                                                                                               ","無"
"4543","萬在","MAN ZAI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.manzai.com.tw/index.php?option=module&lang=cht&task=showlist&id=153&index=2","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","Finance@manzai.com.tw                                                                                                   ","無"
"4549","桓達","FineTek","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會","","https://www.fine-tek.com/investors/socialPage/279","","2023/10/27","","","                                                                                                                                                                                                        ","","","","","esg@fine-tek.com                                                                                                        ",""
"4702","中美實","ALLIED","3. 屬化學工業者","居家生活","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","http://www.aicgroup.com.tw/csr-report/","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","audit@aicgroup.com.tw                                                                                                   ",""
"4706","大恭","TKC","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","http://www.tkc.com.tw/Upload/csr/111CSRREPORT.pdf","","2023/09/19","","","                                                                                                                                                                                                        ","","","","","pan1961@tkc.com.tw                                                                                                      ",""
"4707","磐亞","PACC","","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","https://www.pacc.com.tw/social_tw.php?id=4","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","4707pacc@pacc.com.tw                                                                                                    ",""
"4711","永純","YONG SHUN","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","http://www.yongshunchemical.com","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","yong.shun@msa.hinet.net                                                                                                 ",""
"4714","永捷","UB","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","https://www.u-best-inno.com/?%E6%8A%95%E8%B3%87%E4%BA%BA%E5%B0%88%E5%8D%80,64","","2023/09/22","","","                                                                                                                                                                                                        ","","","","","ub1234@ms12.hinet.net                                                                                                   ",""
"4716","大立","DAILY","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","http://www.daily-polymer.com/zh-tw/","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","dlgl10@mail.daily-polymer.com                                                                                           ",""
"4721","美琪瑪","mechema","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永會計師事務所","","http://www.mechema.com","","2023/06/28","","2024/01/30","http://www.mechema.com                                                                                                                                                                                  ","","2023/06/29","","","leslie@mechema.com                                                                                                      ",""
"4726","永昕","Mycenax","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.mycenax.com.tw/csr.php?lang=tw","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","stacy.sun@mycenax.com.tw                                                                                                ",""
"4741","泓瀚","Jetbest","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正大聯合會計師事務所","","http://www.jetbest.com/tw/csr.html","","2023/09/11","","","                                                                                                                                                                                                        ","","","","","chwang@jetbest.com                                                                                                      ",""
"4743","合一","ONENESS BIOTECH","5. 股本達新臺幣一百億元以上者","生技醫療業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","立恩威國際驗證股份有限公司 (DNV)","","https://www.onenessbio.com/tc/csr_detail23_0.htm","","2023/06/30","","","https://www.onenessbio.com/download/ESG/2022-ESG-EN.pdf                                                                                                                                                 ","","2023/09/23","","","csr_onenessbio@onenessbio.com.tw                                                                                        ","無"
"4754","國碳科","INCA","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","https://www.incatech.com.tw/page/investors/index.aspx?root=18&kind=21","","2023/09/18","","2023/11/16","                                                                                                                                                                                                        ","","","","","polin@incatech.com.tw                                                                                                   ",""
"4767","誠泰科技","CHETAY","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","https://www.chetay.com.tw","","2023/09/18","","","                                                                                                                                                                                                        ","","","","","ct4767@mail.cherngtay.com                                                                                               ","無"
"4768","晶呈科技","INGENTEC","3. 屬化學工業者","化學工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.ingenteccorp.com/","","2023/09/04","","","                                                                                                                                                                                                        ","","","","","tony@ingenteccorp.com.tw                                                                                                ",""
"4931","新盛力","STL","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.stl-tech.com/about2.asp","","2023/12/21","","","http://www.stl-tech.com/about2.asp                                                                                                                                                                      ","","2024/01/12","","","hr@stl-tech.com                                                                                                         ","無"
"4953","緯軟","WITS","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","資訊服務業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.wistronits.com/tw/esg/corporate-sustainability/download/","","2023/06/28","","","https://www.wistronits.com/en/esg/report/                                                                                                                                                               ","","2023/09/13","","","ESGoffice@wistronits.com                                                                                                ",""
"4966","譜瑞-KY","Parade","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.paradetech.com/zh-hant/關於-譜瑞/公司介紹/公司政策/","","2023/05/26","","","https://www.paradetech.com/company/company-overview/corporate-social-responsibility/                                                                                                                    ","","2023/05/26","","","csr@paradetech.com                                                                                                      ",""
"4979","華星光","LuxNet","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.luxnetcorp.com.tw/resource_support.php","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","csr@luxnetcorp.com.tw                                                                                                   ",""
"4995","晶達","Litemax","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://irs.litemax.com/investors/report/","","2023/06/09","","","                                                                                                                                                                                                        ","","","","","ir@litemax.com.tw                                                                                                       ",""
"5009","榮剛","GMTC","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","https://www.gmtc.com.tw/tw/esg/report","","2023/06/30","","2023/09/14","https://www.gmtc.com.tw/en/esg/report                                                                                                                                                                   ","","2023/09/14","","","cuber@gmtc.com.tw                                                                                                       ",""
"5011","久陽","OFCO","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.ofco.com.tw/?q=tw/parties","","2023/09/26","","","https://www.ofco.com.tw/sites/default/files/pdf/2022%E5%B9%B4%E4%B9%85%E9%99%BD%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8en.pdf                                                                      ","","2023/12/05","","","mei-yu@ofco.com.tw                                                                                                      ",""
"5013","強新","NEW BEST","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.newbest.com.tw/investor-re.html","","2023/06/01","","","https://wooo.tw/dW4ePSh                                                                                                                                                                                 ","","2023/09/15","","","sandy2@newbest.com.tw                                                                                                   ",""
"5202","力新","NewSoft","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","資訊服務業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.newsoft.com.tw/investment/ShowContent.php?UnitId=3&ContentId=11","","2023/09/28","","","https://www.newsoft.com.tw/investment/ShowContent.php?UnitId=3&ContentId=11                                                                                                                             ","","2023/11/30","","","michael_hsu@newsoft.com.tw                                                                                              ",""
"5209","新鼎","CTCI ASI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣檢驗科技股份有限公司(SGS TAIWAN)","","https://www.asi.ctci.com/www/ASI/upload/page/PG1098-F1.pdf","","2023/08/25","","","https://www.asi.ctci.com/www/ASI/upload/page/PG1100-F0.pdf                                                                                                                                              ","","2023/12/28","","","yuen.yen@ctci.com                                                                                                       ","無"
"5213","亞昕","YeaShin","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.yeashin.com.tw/esg-%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/","","2023/09/11","","","                                                                                                                                                                                                        ","","","","","lily_yang@yeashin.com.tw                                                                                                ","無"
"5227","立凱-KY","Aleees","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英商標準協會(BSI Pacific Limited Taiwan Branch)","","https://www.aleees.com/zh/esg/download-esg-report/","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","ESG@alechem.com                                                                                                         ","無"
"5263","智崴","BROGENT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","https://www.brogent.com/zh-tw/csr-report.html","","2023/09/11","","","https://www.brogent.com/en/csr-report.html                                                                                                                                                              ","","2023/09/11","","","web@brogent.com                                                                                                         ",""
"5274","信驊","ASPEED","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.aspeedtech.com/","","2023/06/30","","2023/09/28","http://www.aspeedtech.com                                                                                                                                                                               ","","2023/09/28","","","tingi_chueh@aspeedtech.com                                                                                              ",""
"5287","數字","ADDCN","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","數位雲端","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","","","2023/07/27","","","                                                                                                                                                                                                        ","","","","","peter.yu@addcn.com                                                                                                      ",""
"5289","宜鼎","Innodisk","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","SGS","","https://esg.innodisk.com/zh/download/csr","","2023/07/21","","","https://esg.innodisk.com/zh/download/csr                                                                                                                                                                ","","2023/10/05","","","InnodiskCSR@innodisk.com                                                                                                ","無。"
"5299","杰力","EMC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.excelliancemos.com/esg/20/","","2023/09/28","","","https://www.excelliancemos.com/en/esg/20/                                                                                                                                                               ","","2023/12/29","","","becky.chen@excelliancemos.com                                                                                           ",""
"5309","系統電","SG","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI 準則、SASB及TCFD","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.sysgration.com/zh-tw/","","2023/09/27","","","https://www.sysgration.com/zh-tw/                                                                                                                                                                       ","","2023/10/25","","","esgteam@sysgration.com                                                                                                  ",""
"5324","士開","SDC","5. 股本達新臺幣一百億元以上者","建材營造","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.sldc.com.tw/","","2023/09/28","","","http://www.sldc.com.tw/duty.php                                                                                                                                                                         ","","2023/12/20","","","sammi@sdc.com.tw                                                                                                        ","無"
"5347","世界","VIS","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","立恩威國際驗證股份有限公司（DNV） 查證","","https://www.vis.com.tw/tc/csr_documents","","2023/06/30","","2024/01/31","https://www.vis.com.tw/en/csr_documents                                                                                                                                                                 ","","2023/06/30","","2024/01/31","hcsuc@vis.com.tw                                                                                                        ",""
"5351","鈺創","Etron","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://etron.com/zh-hant/esg/sustainability-esg-report-download/","","2023/06/29","","","                                                                                                                                                                                                        ","","","","","ESG@etron.com.tw                                                                                                        ",""
"5356","協益","SIRTEC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.sirtec.com.tw","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","annie_huang@sirtec.com.tw                                                                                               ","無。"
"5371","中光電","Coretronic","5. 股本達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣檢驗科技股份有限公司","","http://www.coretronic.com/csr/report","","2023/06/30","","","https://www.coretronic.com/en/csr/report/QkD09k/download/2022-ESG-Report_EN_website.pdf                                                                                                                 ","","2023/08/10","","","csr@coretronic.com                                                                                                      ",""
"5425","台半","TSC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","https://www.ts.com.tw","","2023/09/27","","","www.ts.com.tw                                                                                                                                                                                           ","","2023/11/08","","","margret.luoh@ts.com.tw                                                                                                  ","無"
