"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","會計師確信意見類型","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"2109","華豐橡膠工業股份有限公司","HWA FONG","資本額達新臺幣二十億元以上者","橡膠工業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.duro.com.tw/tw/","","2024/08/27","","","","","","","","bryan@duro.com.tw",""
"2115","六暉控股股份有限公司","LU HAI","係自願編製與申報","汽車工業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.luhai.com.tw/upload/editupfile/file/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB/%E8%AA%A0%E4%BF%A1%E7%B6%93%E7%87%9F/2023%E5%85%AD%E6%9A%89%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8-0612(%E7%B9%81%E4%B8%AD).pdf","","2024/06/28","","","https://www.luhai.com.tw/upload/editupfile/file/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB/%E8%AA%A0%E4%BF%A1%E7%B6%93%E7%87%9F/%E5%85%AD%E6%9A%89%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8-0624-EN.pdf","","2024/06/28","","","luhai.lhh@luhai.com.tw",""
"2201","裕隆汽車製造股份有限公司","YL","資本額達新臺幣二十億元以上者","汽車工業","2023/01/01~2023/12/31","GRI準則","","","Deloitte 勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://ylesg.yulon-motor.com.tw/download/report","","2024/08/15","","","https://ylesg.yulon-motor.com.tw/en/download/report","","2024/11/29","","","ESG@yulon-motor.com.tw",""
"2204","中華汽車工業股份有限公司","CMC","資本額達新臺幣二十億元以上者","汽車工業","2023/01/01~2023/12/31","GRI準則","","","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.china-motor.com.tw/layout2.php?name=CSR%20Report","","2024/07/31","","","https://www.cmc-motor.com/layout1.php?name=Corporate%20Social%20Responsibility","","2024/11/21","","","lisa.lee@china-motor.com",""
"2206","三陽工業股份有限公司","SYM","資本額達新臺幣二十億元以上者","汽車工業","2023/01/01~2023/12/31","GRI準則","","","KPMG 安侯建業聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.sanyang.com.tw/respons-page64","","2024/07/26","","","","","","","","ESG@sym.com.tw",""
"2207","和泰汽車股份有限公司","HOTAI MOTOR","資本額達新臺幣二十億元以上者","汽車工業","2023/01/01~2023/12/31","GRI準則","新加坡商英國標準協會太平洋有限公司台灣分公司(BSI Taiwan)","AA1000 第1類型(Type1) 中度保證","","","","https://pressroom.hotaimotor.com.tw/csr/article/EMIOLumvx","","2024/08/15","","","https://www.hotaimotor.com.tw/Sustainability/Reports","","2024/11/04","","","WENDYLIN@hotaimotor.com.tw",""
"2208","台灣國際造船股份有限公司","　　CSBC","資本額達新臺幣二十億元以上者","航運業","2023/01/01~2023/12/31","AA1000、ISO 26000、TCFD、SASB","","","","","","https://www.csbcnet.com.tw/Service/Investor/CorporateGovernance/ResponsibilityReport.htm","","2024/08/14","","","https://www.csbcnet.com.tw/Service/Investor/CorporateGovernance/ResponsibilityReport.htm","","2024/09/27","","","123864@csbcnet.com.tw",""
"2211","長榮鋼鐵股份有限公司","EGST","資本額達新臺幣二十億元以上者","鋼鐵工業","2023/01/01~2023/12/31","GRI準則","法國標準協會集團-艾法諾國際股份有限公司(AFNOR Asia Ltd.)","AA1000 第1類型(Type1) 中度保證","","","","https://www.evergreennet.com/fileList","","2024/08/13","","","https://www.evergreennet.com/en/fileList","","2024/09/04","","","csr@evergreennet.com",""
"2227","裕隆日產汽車股份有限公司","YNM","資本額達新臺幣二十億元以上者","汽車工業","2023/01/01~2023/12/31","GRI準則","","","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://new.nissan.com.tw/nissan/brand/csr","","2024/08/29","","","https://new.nissan.com.tw/nissan/brand/csr","","2024/09/30","","","pin.hu@yulon-nissan.com.tw",""
"2247","汎德永業汽車股份有限公司","PGUM","係自願編製與申報","汽車工業","2023/01/01~2023/12/31","GRI準則","","","","","","https://video.pgum.com.tw/file/%E6%B1%8E%E5%BE%B7%E6%B0%B8%E6%A5%AD2023%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2024/08/30","","","","","","","","andyyang@email.pgum.com.tw",""
"2258","鴻華先進科技股份有限公司","Foxtron","資本額達新臺幣二十億元以上者","汽車工業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.foxtronev.com/tw/esg","","2024/08/27","","","https://www.foxtronev.com/en/esg","","","","","Hsuan.TH.Lin@foxtronev.com",""
"2301","光寶科技股份有限公司","LTC","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","台灣檢驗科技股份有限公司(SGS Taiwan Ltd.) ","AA1000 第2類型(Type2) 高度保證","","","","https://www.liteon.com/zh-tw/esgreport/sustainability-report","","2024/08/07","","","https://www.liteon.com/en/esgreport/sustainability-report","","2024/08/19","","","Camille.Hsieh@liteon.com",""
"2303","聯華電子股份有限公司","UMC","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","立恩威國際驗證股份有限公司(DNV Business Assurance Co., Ltd.)","AA1000 第2類型(Type2) 高度保證","","","","https://www.umc.com/zh-TW/Download/corporate_sustainability_reports","","2024/08/12","","","https://www.umc.com/en/Download/corporate_sustainability_reports","","2024/08/12","","","csr@umc.com",""
"2305","全友電腦股份有限公司","MII","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://microtek.com/uploads/08bbc5db4aecaa46b6c77827e70f202a.pdf","","2024/08/27","","","","","","","","julie.chu@microtek.com.tw",""
"2308","台達電子工業股份有限公司","DELTA","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","SGS","AA1000 第2類型(Type2) 高度保證","資誠聯合會計師事務所","ISAE 3000","有限確信","https://filecenter.deltaww.com/about/download/2023_Delta_ESG_Report_CH","","2024/08/28","","","https://filecenter.deltaww.com/about/download/2023_Delta_ESG_Report_EN.pdf ","","2024/08/28","","","CSR@deltaww.com","無"
"2312","金寶電子工業股份有限公司","KINPO","資本額達新臺幣二十億元以上者","其他電子業","2023/01/01~2023/12/31","GRI準則","安永聯合會計師事務所","確信準則第3000號","安永聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.kinpo.com.tw/zh-TW/sustainability-reports-download","","2024/07/30","","2024/09/26","https://esg.kinpo.com.tw/2022/en-US/sustainability-reports-download","","2024/09/26","","2024/10/24","ESG@kinpogroup.com",""
"2313","華通電腦股份有限公司","COMPEQ MANUFACT","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","優麗國際管理系統驗證股份有限公司(DQS TAIWAN INC.)","AA1000 第1類型(Type1) 中度保證","","","","https://www.compeq.com.tw/duty03.php","","2024/08/09","","2024/10/16","https://www.compeq.com.tw/duty03.php","","2024/09/06","","2024/10/16","lianhsu@compeq.com.tw",""
"2314","台揚科技股份有限公司","MTI","資本額達新臺幣二十億元以上者","通信網路業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.mtigroup.com/upload/media/about/CSR%20Report/24MTI-%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8%E7%94%B3%E5%A0%B1%E4%BD%9C%E6%A5%AD(%E4%B8%AD%E6%96%87%E7%89%88)-0831.pdf","","2024/08/30","","","https://www.mtigroup.com/upload/media/about/CSR%20Report/English/24MTI-%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8%E7%94%B3%E5%A0%B1%E4%BD%9C%E6%A5%AD(%E8%8B%B1%E6%96%87%E7%89%88)-0831.pdf","","2024/08/30","","","Julie.Chen@mtigroup.com",""
"2317","鴻海精密工業股份有限公司","HON HAI","資本額達新臺幣二十億元以上者","其他電子業","2023/01/01~2023/12/31","GRI、SASB、TCFD","afnor","AA1000 第1類型(Type1) 中度保證","","","","https://www.foxconn.com/zh-tw/CSR/csr-report","","2024/08/30","","2024/10/18","https://www.foxconn.com/en-us/CSR/csr-report","","2024/08/30","","2024/10/18","鴻海精密工業股份有限公司永續委員會 地址： 新北市土城區土城工業區自由街 2 號 電話： +886-2-2268-3466, ext. 560-25859 Email： sustainability@foxconn.com","為讓關心鴻海永續發展的利害關係人與時俱進永續行動力，部份資訊揭露至2024/6"
"2323","中環股份有限公司","CMC","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.cmcnet.com.tw/tw/esg/6100346A57b1","","2024/08/28","","2024/09/27","","","","","","csr@cmcnet.com.tw",""
"2324","仁寶電腦工業股份有限公司","Compal","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","?SGS 台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 中度保證","","","","https://www.compal.com/ESG/ZH/download.aspx","","2024/07/01","","","https://www.compal.com/ESG/Upload/ReportImages/2024071616075534.pdf","","2024/07/16","","","lisa_sung@compal.com",""
"2327","國巨股份有限公司","YAGEO","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","Deloitte 勤業眾信聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.yageo.com/upload/media/about/ESG/2023/YAGEO_ESG2023_tw.pdf","","2024/08/29","","","","","","","","電子郵件：csr@yageo.com",""
"2328","廣宇科技股份有限公司","PI","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.panpi.com.tw/tw/sustainability/csr_reports","","2024/08/29","","","","","","","","Gigi.Hung@panpi.com.tw","無"
"2329","華泰電子股份有限公司","OSE","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.ose.com.tw/%e5%a0%b1%e5%91%8a%e6%9b%b8%e4%b8%8b%e8%bc%89/","","2024/08/07","","2024/08/19","https://esg.ose.com.tw/en/download/","","2024/08/09","","2024/08/19","csr@ose.com.tw",""
"2330","台灣積體電路製造股份有限公司","TSMC","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI、氣候相關財務揭露建議書（TCFD Recommendations）、自然相關財務揭露建議書（TNFD Recommendations）、永續會計準則理事會（Sustainability Accounting Standards Board, SASB）準則─半導體產業指標、AA1000 當責性原則標準、國際整合性報導架構、CDP 氣候變遷／水安全、聯合國全球盟約、聯合國永續發展目標、WEF IBC 利害關係人資本主義衡量指標","立恩威國際驗證股份有限公司（DNV Business Assurance Co. Ltd.,DNV）","立恩威國際驗證股份有限公司（DNV）依據DNV VeriSustainTM Protocol、GRI 準則、SASB準則查證本報告。DNV VeriSustainTM Protocol符合公認的永續保證標準與做法，例如ISAE3000、AA1000AS及ISO14016: 2020 環境管理－環境報告確證指引（Environment Management - Guidelines on the Assurance of Environmental Reports）","","","","https://esg.tsmc.com/zh-Hant/file/public/c-all_112.pdf","","2024/08/02","","","https://esg.tsmc.com/en-US/file/public/e-all_2023.pdf ","","2024/08/02","","","ESG@TSMC.COM",""
"2331","精英電腦股份有限公司","ECS","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","艾法諾國際股份有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.ecs.com.tw","","2024/08/29","","2024/09/19","","","","","","axlender.lin@ecs.com.tw",""
"2332","友訊科技股份有限公司","D-LINK","資本額達新臺幣二十億元以上者","通信網路業","2023/01/01~2023/12/31","GRI準則","TUV NORD","AA1000 第1類型(Type1) 中度保證","","","","https://company.dlink.com/zh-hant/esg/csr-reports/","","2024/06/28","","","https://company.dlink.com/en/esg/csr-reports/","","2024/08/29","","","csr@dlinkcorp.com",""
"2337","旺宏電子股份有限公司","Macronix","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","台灣衛理國際品保驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.macronix.com/zh-tw/about/CSR/Pages/CSR-report.aspx","","2024/08/29","","","https://www.macronix.com/en-us/about/CSR/Pages/CSR-report.aspx","","2024/11/01","","","pubcsr@mxic.com.tw",""
"2338","台灣光罩股份有限公司","TMC","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.tmcnet.com.tw/tw/Sustainable/ESGHighlights","","2024/08/08","","","","","","","","集團環安工程處 esg_tmc@tmcnet.com.tw",""
"2340","台亞半導體股份有限公司","TASC","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.tascsemi.com/corporate-sustainability/sustainability-report/corporate-sustainability-report-of-the-year/?","","2024/08/29","","","","","","","","stock@tascsemi.com",""
"2342","台灣茂矽電子股份有限公司","MVI","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","www.mosel.com.tw","","2024/08/30","","","","","","","","CSR@mail.mosel.com.tw",""
"2344","華邦電子股份有限公司","WEC","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","BSI英國標準協會","AA1000 第1類型(Type1) 中度保證","","","","https://esg.winbond.com/uploads/files/shares/ESG%20report/2023/2023_WINBOND_ESG_REPORT_CH.pdf","","2024/07/31","","","https://esg.winbond.com/uploads/files/shares/ESG%20report/2023/2023_WINBOND_ESG_REPORT_EN.pdf","","2024/07/31","","","ESG@winbond.com",""
"2345","智邦科技股份有限公司","ACCTON","資本額達新臺幣二十億元以上者","通信網路業","2023/01/01~2023/12/31","GRI準則","SGS","AA1000 第1類型(Type1) 中度保證","","","","https://www.accton.com.tw/esg-documents/","","2024/07/18","","","https://www.accton.com/esg-documents/","","2024/07/18","","","csr@accton.com",""
"2347","聯強國際股份有限公司","Synnex","資本額達新臺幣二十億元以上者","電子通路業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.synnex-grp.com/tw/ESG-Report","","2024/08/23","","","","","","","","tinahsu@synnex.com.tw",""
"2348","海悅國際開發股份有限公司","Hiyes","資本額達新臺幣二十億元以上者","其他","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","http://www.hiyes-group.com.tw/csr_08.aspx","","2024/08/15","","","http://www.hiyes-group.com.tw/csr_08.aspx","","2024/08/15","","","esg@hiyes.tw",""
"2349","錸德科技股份有限公司","RITEK","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.ritek.com","","2024/08/21","","","","","","","","03-5985696-8800",""
"2351","順德工業股份有限公司","SDI","係自願編製與申報","半導體業","2023/01/01~2023/12/31","GRI準則","","","國富浩華聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.sdi.com.tw/csr.php","","2024/08/29","","","https://www.sdi.com.tw/en/csr.php","","2024/11/15","","","SDI-ESG@email.sdi.com.tw",""
"2352","佳世達科技股份有限公司","Qisda","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","台灣衛理國際品保驗證股份有限公司(BV)","AA1000 第2類型(Type2) 高度保證","","","","https://esg.qisda.com/interactive/download","","2024/08/30","","","https://esg.qisda.com/en/interactive/download","","2024/08/30","","","Jerome.Chen@Qisda.com",""
"2353","宏碁股份有限公司","ACER","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","SGS","ISAE 3000","","","","https://www.acer.com/sustainability/uploads/files/shares/sustainability-report/2023_Acer_Sustainability_Report_zh.pdf","","2024/08/28","","2024/10/08","https://www.acer.com/sustainability/uploads/files/shares/sustainability-report/2023_Acer_Sustainability_Report.pdf","","2024/08/28","","2024/10/08","cr@acer.com",""
"2354","鴻準精密工業股份有限公司","FTC","資本額達新臺幣二十億元以上者","其他電子業","2023/01/01~2023/12/31","GRI準則、TCFD氣候相關財務揭露、SASB準則","艾法諾國際股份有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.foxconntech.com.tw/CSR/annual-report/","","2024/08/30","","","https://www.foxconntech.com.tw/CSR/annual-report/","","2024/10/24","","","ESG@ftc-foxconn.com","無"
"2355","敬鵬工業股份有限公司","CHIN-POON","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","艾法諾國際股份有限公司(AFNOR)及BSI (英國標準協會)","ISO 14064-1","","","","https://www.chinpoon.com/archive/sustainability/item/PDF/SustainabilityReport/2023%20Sustainability%20Report.pdf","","2024/08/15","","2024/10/25","https://www.chinpoon.com/archive/sustainability/item/PDF/SustainabilityReport/2023%20Sustainability%20Report_English%20version.pdf","","2024/11/27","","","Email：spokesman@cppcb.com.tw 敬鵬永續官網：www.chinpoon.com/sustainability","取得第三方保證-溫室氣體查證"
"2356","英業達股份有限公司","INVENTEC","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","KPMG 安侯建業聯合會計師事務所","ISAE 3000","有限確信","https://esg.inventec.com/resource/report","","2024/06/29","","","https://esg.inventec.com/uploads/files/shares/esg-report/en/2023_Inventec_sustainability_report_en.pdf","","2024/09/04","","","Inventec_esg@inventec.com",""
"2357","華碩電腦股份有限公司","ASUSTEK","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","SGS","AA1000 第2類型(Type2) 高度保證","","","","https://esg.asus.com/files/reports/ASUS_Detailed_2023_CHN.pdf","","2024/06/27","","","https://esg.asus.com/files/reports/ASUS_Detailed_2023_EN.pdf","","2024/08/30","","","nancy3_lee@asus.com",""
"2359","所羅門股份有限公司","SOLOMON","係自願編製與申報","其他電子業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.solomon.com.tw/","","2024/08/30","","","","","","","","stock@solomon.com.tw",""
"2360","致茂電子股份有限公司","CHROMA","資本額達新臺幣二十億元以上者","其他電子業","2023/01/01~2023/12/31","GRI準則","BV","AA1000 第1類型(Type1) 中度保證","","","","https://www.chromaate.com/downloads/CSR/Chroma_2023_ESG_Report-TC.pdf","","2024/06/27","","","https://csr.chromaate.com/en/","","2024/09/13","","","033279999#88016 ",""
"2362","藍天電腦股份有限公司","CLEVO CO.","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://www.clevo.com.tw/tw/esg/esg_CSR","","2024/08/29","","","https://www.clevo.com.tw/esg/esg_CSR","","2024/09/30","","","sophie@clevo.com.tw",""
"2363","矽統科技股份有限公司","SiS","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.sis.com.tw/zh-tw/Investory/GovernancePolicy","","2024/08/30","","2024/10/21","","","","","","IR@sis.com","無"
"2364","倫飛電腦實業股份有限公司","Twinhead","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.twinhead.com.tw/download-reports/","","2024/08/29","","","","","","","","ESG@twinhead.com.tw",""
"2365","昆盈企業股份有限公司","KYE","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://tw.geniusnet.com/investor/","","2024/08/23","","","https://tw.geniusnet.com/investor/","","2024/08/30","","","louis_hong@geniusnet.com",""
"2367","燿華電子股份有限公司","UNITECH","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","台灣檢驗科技股份有限公司（SGS Taiwan Ltd.）","AA1000 第1類型(Type1) 中度保證","","","","https://esg.pcbut.com.tw/twww/?p=1154","","2024/08/28","","","https://www.pcbut.com.tw/portal/en/inner-page.html?P=6&SP=7","","2024/10/29","","","genie-chen@pcbut.com.tw",""
"2368","金像電子(股)公司","GCE","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","BSI","AA1000 第1類型(Type1) 中度保證","","","","https://www.gce.com.tw/csrreport.html","","2024/08/28","","","https://www.gce.com.tw/en/csrreport.html","","2024/10/15","","","jean_lu@gce.com.tw",""
"2369","菱生精密工業股份有限公司","LPI","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.lingsen.com.tw/webc/html/csr/PDF/菱生2023年永續報告書.pdf","","2024/08/21","","","https://www.lingsen.com.tw/webe/html/csr/PDF/Lingsen-ESG-2023.pdf","","2024/08/21","","","RubyHuang@lingsen.com.tw",""
"2371","大同股份有限公司","TATUNG COMPANY","資本額達新臺幣二十億元以上者","電機機械","2023/01/01~2023/12/31","GRI準則","台灣德國北德技術監護顧問股份有限公司","AA1000 第2類型(Type2) 高度保證","","","","https://www.tatung.com/tw/info/csr-report","","2024/08/21","","2024/09/13","https://www.tatung.com/en/info/csr-report","","2024/09/13","","","csrreport@tatung.com",""
"2373","震旦行股份有限公司","Aurora","資本額達新臺幣二十億元以上者","其他電子業","2023/01/01~2023/12/31","GRI準則","艾法諾國際股份有限公司( AFNOR Asia)","AA1000 第1類型(Type1) 中度保證","","","","https://www.aurora.com.tw/esg-result","","2024/08/26","","","","","","","","ernestm@aurora.com.tw","無"
"2374","佳能企業股份有限公司","ABILITY","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","SGS台灣檢驗科技股份有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.abilitycorp.com.tw/pdf/esg_report_2023.pdf","","2024/08/27","","","","","","","","聯絡人：營運中心 李進江 協理、總經理室ISO 系統部 林政誠 經理 電話：+886-2-8522-9788 地址：新北市新莊區中環路3 段200 號 / 中國廣東省東莞市寮步鎮華南工業園松柏路305 號","無"
"2376","技嘉科技股份有限公司","GIGABYTE","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","BSI英國標準協會","AA1000 第1類型(Type1) 中度保證","","","","https://csr.gigabyte.tw/sustainibility-report/","","2024/06/27","","","https://csr.gigabyte.tw/en/csr-report-en/","","2024/10/01","","","CSR@gigabyte.com",""
"2377","微星科技股份有限公司","MSI","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","BSI","AA1000 第1類型(Type1) 中度保證","","","","	https://tw.msi.com/about/investor/csrReport","","2024/08/09","","2024/09/27","https://csr.msi.com/global/form","","2024/09/27","","","briancahuang@msi.com",""
"2379","瑞昱半導體股份有限公司","RT","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則、氣候相關財務揭露建議（TCFD）、永續會計準則（SASB）─半導體產業指標","台灣德國北德技術監護顧問股份有限公司(TUV NORD)","AA1000 第1類型(Type1) 中度保證","","","","https://www.realtek.com/Article/Index?menu_id=912&lang=zh-TW","","2024/08/23","","","https://www.realtek.com/Article/Index?menu_id=902&lang=en-GB","","2024/09/27","","","RT_ESG@realtek.com",""
"2380","虹光精密工業股份有限公司","AVISION","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.avision.com/tw/about-avision/crs/sustainability-report/","","2024/08/27","","","","","","","","sam_chen@avision.com.tw",""
"2382","廣達電腦股份有限公司","QCI","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","BV","AA1000 第1類型(Type1) 高度保證","","","","https://www.quantatw.com/Quanta/chinese/esg/csrreport.aspx","","2024/06/26","","","https://www.quantatw.com/Quanta/english/esg/csr_list.aspx","","2024/06/26","","","isabella.huang@quantatw.com",""
"2383","台光電子材料股份有限公司","EMC","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","bsi","AA1000 第1類型(Type1) 中度保證","","","","https://www.emctw.com/zh-TW/csr_report/index","","2024/08/01","","","https://www.emctw.com/en-global/csr_report/index","","2024/09/13","","","wesly.lin@mail.emctw.com",""
"2385","群光電子股份有限公司","CHICONY","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","BV","AA1000 第1類型(Type1) 中度保證","","","","https://www.chicony.com/chicony/tw/csr","","2024/06/27","","","https://www.chicony.com/chicony/en/csr","","2024/08/29","","","Ken_Cheng@chicony.com",""
"2387","精元電腦股份有限公司","SUNREX","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","","","","","","https://www.sunrex.com.tw/csr-download.php","","2024/08/20","","","https://www.sunrex.com.tw/csr-download.php","","2024/08/20","","","kevin.chen@sunrex.com.tw",""
"2388","威盛電子股份有限公司","VIA","資本額達新臺幣二十億元以上者","半導體業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.viatech.com/tw/company-overview-tw/investor-relations/corporate-governance/","","2024/08/27","","","https://www.viatech.com/en/company-overview/investor-relations/corporate-governance/","","2024/09/02","","","viaesg@via.com.tw",""
"2392","正崴精密工業股份有限公司","FOXLINK","資本額達新臺幣二十億元以上者","電子零組件業","2023/01/01~2023/12/31","GRI準則","艾法諾國際股份有限公司     ","AA1000 第1類型(Type1) 中度保證","","","","https://www.foxlink.com/web/wp-content/uploads/2024/08/2023_CSR_Rerport_tw.pdf","","2024/08/23","","","https://www.foxlink.com/web/en/wp-content/uploads/2024/08/2023_ESG_Rerport_en.pdf","","2024/08/30","","","Suffy_Chen@foxlink.com     ",""
"2393","億光電子工業股份有限公司","EVERLIGHT","資本額達新臺幣二十億元以上者","光電業","2023/01/01~2023/12/31","GRI準則","TUV NORD Taiwan Co.,Ltd","AA1000 第1類型(Type1) 中度保證","","","","https://www.everlight.com/csr11","","2024/08/26","","2024/10/28","https://www.everlight.com/csr11","","2024/08/26","","2024/10/30"," legal@everlight.com",""
"2395","研華股份有限公司","ACL","資本額達新臺幣二十億元以上者","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","台灣檢驗科技股份有限公司","AA1000 第2類型(Type2) 高度保證","資誠聯合會計師事務所","確信準則3000號(原公報第一號)","有限確信","https://esg.advantech.com/zh-tw/downloads/sustainability-report","","2024/08/28","","","https://esg.advantech.com/en-us/downloads/sustainability-report","","2024/08/28","","","csr@advantech.com.tw",""
"2397","友通資訊股份有限公司","DFI Inc.","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","台灣衛理國際品保驗證股份有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.dfi.com/tw/esg","","2024/08/27","","","https://www.dfi.com/esg","","2024/08/27","","","CSR@dfi.com",""
"2399","映泰股份有限公司","BIOSTAR","係自願編製與申報","電腦及週邊設備業","2023/01/01~2023/12/31","GRI準則","格瑞國際驗證有限公司","AA1000 第1類型(Type1) 中度保證","","","","https://www.biostar.com.tw/files/pdf/2023-sustainable-report.pdf","","2024/08/29","","","","","","","","esg@biostar.com.tw",""
