"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"2103","台橡","TSRC","5. 股本達新臺幣一百億元以上者","橡膠工業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI 準則、SASB、TCFD","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","台灣檢驗科技股份有限公司、本報告書另經安侯建業聯合會計師事務所依確信準則3000號(原公報第一號)驗證","","https://www.tsrc.com.tw/tw/sustainability/","","2023/06/28","","","https://www.tsrc.com.tw/sustainability/downloads/                                                                                                                                                       ","","2023/08/25","","","karen.li@tsrc-global.com                                                                                                ",""
"2104","國際中橡","CSRC","5. 股本達新臺幣一百億元以上者","橡膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.csrcgroup.com/csr/report.html","","2023/08/31","","","https://www.csrcgroup.com/csr-en/report.html                                                                                                                                                            ","","2023/08/31","","","vanessachiang@csrcgroup.com                                                                                             ",""
"2105","正新","CST","5. 股本達新臺幣一百億元以上者","橡膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.cst.com.tw","","2023/06/29","","2023/06/30","https://www.cst.com.tw/csr.php                                                                                                                                                                          ","","2023/09/28","","","HPLIN@tw.maxxis.com                                                                                                     ","無。"
"2106","建大","KENDA","5. 股本達新臺幣一百億元以上者","橡膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.esg.kenda.com.tw/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8","","2023/06/30","","","https://www.esg.kenda.com.tw/en/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8                                                                                                                           ","","2023/11/22","","","kenda@kenda.com.tw                                                                                                      ",""
"2107","厚生","FRG","5. 股本達新臺幣一百億元以上者","橡膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.frg.com.tw/m/st-esg.html","","2023/09/27","","","                                                                                                                                                                                                        ","","","","","1101@frgco.com.tw                                                                                                       ",""
"2108","南帝","NANTEX","5. 股本達新臺幣一百億元以上者","橡膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.nantex.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=522&index=3","","2023/06/26","","","                                                                                                                                                                                                        ","","","","","nantex@nantex.com.tw                                                                                                    ",""
"2109","華豐","HWA FONG","5. 股本達新臺幣一百億元以上者","橡膠工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.duro.com.tw/tw/investor/corporate-governance/","","2023/10/02","","","                                                                                                                                                                                                        ","","","","","bryan@duro.com.tw                                                                                                       ","無"
"2115","六暉-KY","LU HAI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.luhai.com.tw/ch/angent.asp","","2023/09/25","","","                                                                                                                                                                                                        ","","","","","luhai.lhh@luhai.com.tw                                                                                                  ",""
"2201","裕隆","YL","5. 股本達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.yulon-motor.com.tw/csr_report.aspx","","2023/07/31","","","https://www.yulon-motor.com.tw/en/investors.aspx                                                                                                                                                        ","","2023/12/29","","","ESG@yulon-motor.com.tw                                                                                                  ",""
"2204","中華","CMC","5. 股本達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","台灣檢驗科技股份有限公司","","https://www.china-motor.com.tw/layout2.php?name=CSR%20Report","","2023/06/30","","","https://www.cmc-motor.com/layout1.php?name=Corporate%20Social%20Responsibility                                                                                                                          ","","2023/11/03","","","lisa.lee@china-motor.com                                                                                                ",""
"2206","三陽工業","SYM","5. 股本達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","亞瑞仕國際認證機構","","https://www.sanyang.com.tw","","2023/06/28","","","                                                                                                                                                                                                        ","","","","","ESG@sym.com.tw                                                                                                          ",""
"2207","和泰車","HOTAI MOTOR","5. 股本達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","香港商英國標準協會太平洋有限公司台灣分公司(BSI Taiwan)","","https://pressroom.hotaimotor.com.tw/csr/article/EMIOLumvx","","2023/06/30","","2024/01/15","https://pressroom.hotaimotor.com.tw/en/article/e2HTThs5M                                                                                                                                                ","","2023/11/01","","2024/01/18","PU01@hotaimotor.com.tw                                                                                                  ",""
"2208","台船","　　CSBC","5. 股本達新臺幣一百億元以上者","航運業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.csbcnet.com.tw/Service/Investor/CorporateGovernance/ResponsibilityReport.htm","","2023/06/28","","","http://www.csbcnet.com.tw/Service/Investor/CorporateGovernance/ResponsibilityReport.htm                                                                                                                 ","","2023/09/27","","","101600@csbcnet.com.tw                                                                                                   ","配合公司治理評鑑，本次內容新增淨零排放相關政策、TCFD對照表及SADB準則對照表"
"2211","長榮鋼","EGST","5. 股本達新臺幣一百億元以上者","鋼鐵工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","亞瑞仕國際驗證股份有限公司","","https://www.evergreennet.com/fileList","","2023/06/29","","","https://www.evergreennet.com/en/fileList                                                                                                                                                                ","","2023/09/26","","","tomgi@evergreennet.com                                                                                                  ",""
"2227","裕日車","YNM","5. 股本達新臺幣一百億元以上者","汽車工業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://new.nissan.com.tw/nissan/brand/csr","","2023/06/20","","","                                                                                                                                                                                                        ","","","","","pin.hu@yulon-nissan.com.tw                                                                                              ",""
"2301","光寶科","LTC","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","SGS","","https://www.liteon.com/zh-tw/globalcitizenship/365","","2023/06/30","","2023/07/04","https://www.liteon.com/en-us/globalcitizenship/365                                                                                                                                                      ","","2023/07/31","","","CSR@liteon.com                                                                                                          ",""
"2303","聯電","UMC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","DNV立恩威國際驗證","","https://www.umc.com/zh-TW/Download/corporate_sustainability_reports","","2023/06/28","","","https://www.umc.com/en/Download/corporate_sustainability_reports                                                                                                                                        ","","2023/06/28","","","csr@umc.com                                                                                                             ",""
"2305","全友","MII","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://microtek.com/web/ESG/全友電腦_ESG永續報告書0928.pdf","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","kevin.hsiao@microtek.com.tw                                                                                             ",""
"2308","台達電","DELTA","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","資誠聯合會計師事務所","","https://esg.deltaww.com/CSR-Reports","","2023/08/31","","2023/09/25","https://esg.deltaww.com/en/CSR-Reports                                                                                                                                                                  ","","2023/08/31","","2023/09/25","CSR@deltaww.com                                                                                                         ","其他查驗依循: SGS  AA1000 AS v3 Type II 高度保證等級，並通過SGS保證依循SASB準則"
"2312","金寶","KINPO","5. 股本達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","安永聯合會計師事務所","","https://esg.kinpo.com.tw/zh-TW/sustainability-reports-download","","2023/06/30","","2023/11/22","https://www.kinpo.com.tw/en-US/document-center#Sustainability%20Reports                                                                                                                                 ","","2023/09/05","","2023/11/22","ESG@kinpogroup.com                                                                                                      ","無"
"2313","華通","COMPEQ MANUFACT","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","TUV NORD","","https://www.compeq.com.tw/duty03.php","","2023/06/27","","2024/10/21","https://www.compeq.com.tw/duty03.php                                                                                                                                                                    ","","2024/03/11","","2024/10/21","lianhsu@compeq.com.tw                                                                                                   ",""
"2314","台揚","MTI","5. 股本達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.mtigroup.com/upload/media/about/CSR%20Report/%E5%8F%B0%E6%8F%9A%E4%BC%81%E6%A5%AD%E9%9B%86%E5%9C%98%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B82022(%E6%AD%A3%E5%BC%8F%E7%89%88).pdf","","2023/06/28","","","https://www.mtigroup.com/upload/media/about/CSR%20Report/English/MTI_ESG_2022_(EN).pdf                                                                                                                  ","","2023/06/28","","","MTI.ESG@mtigroup.com                                                                                                    ",""
"2317","鴻海","HON HAI","5. 股本達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","2. OTHERS其他依循標準：GRI 準則、SASB","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://www.honhai.com/zh-tw/CSR/csr-report","","2023/06/30","","","https://www.honhai.com/en-us/CSR/csr-report                                                                                                                                                             ","","2023/10/05","","","fgsc-03@foxconn.com                                                                                                     ",""
"2323","中環","CMC","5. 股本達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.cmcnet.com.tw","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","csr@cmcnet.com.tw                                                                                                       ",""
"2324","仁寶","Compal","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","SGS臺灣檢驗科技股份有限公司","","https://www.compal.com/CSR/ZH/download.aspx","","2023/06/30","","","https://www.compal.com/csr/en/download.aspx                                                                                                                                                             ","","2023/07/24","","2023/08/01","Lisa_Sung@compal.com                                                                                                    ",""
"2327","國巨","YAGEO","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.yageo.com/upload/media/about/ESG/2022/YAGEO_ESG2022_tw.pdf","","2023/09/27","","","https://www.yageo.com/upload/media/about/ESG/2022/YAGEO_ESG2022_en.pdf                                                                                                                                  ","","2023/12/29","","","csr@yageo.com                                                                                                           ",""
"2328","廣宇","PI","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.panpi.com.tw/tw/sustainability/csr_reports","","2023/06/30","","","                                                                                                                                                                                                        ","","","","","john.kuo@panpi.com.tw                                                                                                   ","無"
"2329","華泰","OSE","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.ose.com.tw/about/about-ose/contact/#downloads","","2023/08/10","","","https://www.ose.com.tw/en/about/about-ose/contact/#downloads                                                                                                                                            ","","2023/08/10","","","csr@ose.com.tw                                                                                                          ",""
"2330","台積電","TSMC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","立恩威國際驗證公司，依據 DNV VeriSustainTM Protocol、GRI 準則、SASB指標、TCFD架構查證本報告書","","https://esg.tsmc.com/download/file/2022_sustainabilityReport/chinese/c-all.pdf","","2023/06/30","","","https://esg.tsmc.com/download/file/2022_sustainabilityReport/english/e-all.pdf                                                                                                                          ","","2023/06/30","","","esg@tsmc.com                                                                                                            ","DNV GL VeriSustainTM Protocol與AA1000保證標準、CDP、GRI、ISAE3000認證準則一致"
"2331","精英","ECS","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司(AFNOR Asia Ltd.)","","http://www.ecs.com.tw","","2023/06/30","","","https://www.ecs.com.tw/en                                                                                                                                                                               ","","2023/12/07","","","axlender.lin@ecs.com.tw                                                                                                 ",""
"2332","友訊","D-LINK","5. 股本達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","TUV NORD 台灣德國北德技術監護顧問(股)公司","","https://company.dlink.com/zh-hant/esg/csr-reports/","","2023/06/30","","","https://company.dlink.com/en/esg/csr-reports/                                                                                                                                                           ","","2023/09/19","","","CSR@dlinkcorp.com                                                                                                       ",""
"2337","旺宏","Macronix","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣衛理國際品保驗證股份有限公司","","https://www.macronix.com/zh-tw/about/CSR/Pages/CSR-report.aspx","","2023/06/30","","","https://www.macronix.com/en-us/about/CSR/Pages/CSR-report.aspx                                                                                                                                          ","","2023/11/03","","","pubcsr@mxic.com.tw                                                                                                      ",""
"2338","光罩","TMC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.tmcnet.com.tw/CSR.aspx","","2023/09/14","","","                                                                                                                                                                                                        ","","","","","esg_tmc@tmcnet.com.tw                                                                                                   ","無。"
"2340","台亞","TASC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.tascsemi.com/corporate-sustainability/sustainability-report/corporate-sustainability-report-of-the-year/","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","Judy.Hung@tascsemi.com                                                                                                  ",""
"2344","華邦電","WEC","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://www.winbond.com/hq/about-winbond/csr-new/downloads/?__locale=zh_TW","","2023/06/30","","","https://esg.winbond.com/en/resource/download                                                                                                                                                            ","","2023/09/22","","","ESG@winbond.com                                                                                                         ",""
"2345","智邦","ACCTON","5. 股本達新臺幣一百億元以上者","通信網路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司","","https://www.accton.com.tw/esg-documents/","","2023/06/28","","","https://www.accton.com/esg-documents/                                                                                                                                                                   ","","2024/03/13","","","csr@accton.com                                                                                                          ",""
"2347","聯強","Synnex","5. 股本達新臺幣一百億元以上者","電子通路業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.synnex-grp.com/tw/esg-report","","2023/09/27","","","https://www.synnex-grp.com/Data/Sites/4/media/csr/csr-report/2022-esg_report_enfinal.pdf                                                                                                                ","","2023/12/22","","","synnexhr@synnex.com.tw                                                                                                  ",""
"2348","海悅","Hiyes","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.hiyes-group.com.tw/csr_08.aspx","","2023/09/25","","","                                                                                                                                                                                                        ","","","","","esg@hiyes.tw                                                                                                            ",""
"2349","錸德","RITEK","5. 股本達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.ritek.com.tw","","2023/07/02","","","                                                                                                                                                                                                        ","","","","","http://www.ritek.com.tw                                                                                                 ","無"
"2351","順德","SDI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","https://www.sdi.com.tw/csr.php","","2023/09/28","","","https://www.sdi.com.tw/en/csr.php                                                                                                                                                                       ","","2023/12/25","","","SDI-ESG@email.sdi.com.tw                                                                                                ",""
"2352","佳世達","Qisda","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣衛理國際品保驗證股份有限公司(BVC)","","https://www.qisda.com/tw/esg","","2023/06/29","","","https://www.qisda.com/en/esg                                                                                                                                                                            ","","2023/09/13","","","Shu.Hui.Liang@Qisda.com                                                                                                 ",""
"2353","宏碁","ACER","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","SGS","","https://www.acer-group.com/userfiles/2022_Acer_Sustainability_Report_zh.pdf","","2023/06/30","","2023/07/27","https://www.acer-group.com/sustainability/en/reports-certificates.html                                                                                                                                  ","","2023/07/27","","","cr@acer.com                                                                                                             ",""
"2354","鴻準","FTC","5. 股本達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","https://www.foxconntech.com.tw/CSR/annual-report/","","2023/06/30","","2023/08/11","https://www.foxconntech.com.tw/CSR/annual-report/                                                                                                                                                       ","","2023/09/12","","","tina.wt.lin@foxconn.com                                                                                                 ",""
"2355","敬鵬","CHIN-POON","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.chinpoon.com/sustainability/63","","2023/08/10","","","                                                                                                                                                                                                        ","","","","","spokesman@cppcb.com.tw                                                                                                  ",""
"2356","英業達","INVENTEC","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","安侯建業聯合會計師事務所","","https://www.inventec.com/tw/csr-4","","2023/06/27","","","https://www.inventec.com/en/csr-4                                                                                                                                                                       ","","2023/07/14","","","tsai.wesley@inventec.com                                                                                                ",""
"2357","華碩","ASUSTEK","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","SGS台灣檢驗科技股份有限公司","","https://csr.asus.com/files/reports/ASUS_Detailed_2022_CHN.pdf","","2023/06/29","","","https://csr.asus.com/files/reports/ASUS_Detailed_2022_EN.pdf                                                                                                                                            ","","2024/03/13","","","stakeholder@asus.com                                                                                                    ","為了報告完整性，部份內容涵蓋2020-2023年的成果與績效"
"2360","致茂","CHROMA","5. 股本達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","Bureau Veritas","","https://csr.chromaate.com/tw","","2023/06/27","","","https://csr.chromaate.com/en/                                                                                                                                                                           ","","2023/08/15","","","csr@chroma.com.tw                                                                                                       ","無"
"2362","藍天","CLEVO CO.","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.clevo.com.tw/tw/esg/esg_CSR","","2023/08/31","","","https://www.clevo.com.tw/esg/esg_CSR                                                                                                                                                                    ","","2023/09/26","","","sophie@clevo.com.tw                                                                                                     ",""
"2363","矽統","SiS","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.sis.com","","2023/06/28","","","                                                                                                                                                                                                        ","","","","","IR@sis.com                                                                                                              ","無"
"2365","昆盈","KYE","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://tw.geniusnet.com/investor/","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","kevin_kao@geniusnet.com.tw                                                                                              ",""
"2367","燿華","UNITECH","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司 （SGS Taiwan Ltd.）","","https://www.pcbut.com.tw/portal/inner-page.html?P=6&SP=7","","2023/06/30","","2023/09/27","https://www.pcbut.com.tw/portal/inner-page.html?P=6&SP=7                                                                                                                                                ","","2023/09/27","","","genie-chen@pcbut.com.tw                                                                                                 ",""
"2368","金像電","GCE","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI 英國標準協會","","https://www.gce.com.tw/csrreport.html","","2023/06/30","","","https://www.gce.com.tw/en/csrreport.html                                                                                                                                                                ","","2023/11/17","","","jean_lu@gce.com.tw                                                                                                      ",""
"2369","菱生","LPI","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.lingsen.com.tw/webc/html/csr/CSR-Report.aspx","","2023/06/28","","","https://www.lingsen.com.tw/webe/html/csr/CSR-report.aspx                                                                                                                                                ","","2023/06/28","","","emmalu@lingsen.com.tw                                                                                                   ",""
"2371","大同","TATUNG COMPANY","5. 股本達新臺幣一百億元以上者","電機機械","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣德國北德技術監護顧問股份有限公司","","https://www.tatung.com/tw/info/csr-report","","2023/06/27","","","https://www.tatung.com/en/info/csr-report                                                                                                                                                               ","","2023/09/15","","","csrreport@tatung.com                                                                                                    ",""
"2373","震旦行","Aurora","5. 股本達新臺幣一百億元以上者","其他電子業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會","","https://www.aurora.com.tw/files/file_pool/1/0n265414651696996812/2022%E9%9C%87%E6%97%A6%E8%A1%8C%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf","","2023/09/26","","","                                                                                                                                                                                                        ","","","","","ernestm@aurora.com.tw                                                                                                   ","無"
"2374","佳能","ABILITY","5. 股本達新臺幣一百億元以上者","光電業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.abilitycorp.com.tw","","2023/09/21","","","                                                                                                                                                                                                        ","","","","","esg@abilitycorp.com.tw                                                                                                  ",""
"2376","技嘉","GIGABYTE","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://csr.gigabyte.tw/sustainibility-report/","","2023/06/20","","2023/09/27","https://csr.gigabyte.tw/en/csr-report-en/                                                                                                                                                               ","","2023/09/20","","","CSR@gigabyte.com                                                                                                        ",""
"2377","微星","MSI","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://tw.msi.com/about/investor/csrReport","","2023/06/26","","","https://www.msi.com/about/investor/csrReport                                                                                                                                                            ","","2023/09/28","","","briancahuang@msi.com                                                                                                    ","無"
"2379","瑞昱","RT","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣德國北德技術監護顧問股份有限公司(T&#220;V NORD)","","https://www.realtek.com/images/csr/2023ESG_lock.pdf","","2023/06/30","","2023/06/30","https://www.realtek.com/images/csr/Realtek_2022_ESG_report_ENGLISH.pdf                                                                                                                                  ","","2023/10/27","","","RT_ESG@realtek.com                                                                                                      ","無"
"2380","虹光","AVISION","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.avision.com/tw/about-avision/crs/sustainability-report/","","2023/09/28","","","                                                                                                                                                                                                        ","","","","","sam_chen@avision.com.tw                                                                                                 ",""
"2382","廣達","QCI","5. 股本達新臺幣一百億元以上者","電腦及週邊設備業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","BV 台灣衛理國際品保驗證股份有限公司","","https://www.quantatw.com/Quanta/chinese/esg/csr_list.aspx","","2023/06/30","","","https://www.quantatw.com/Quanta/english/esg/csr_list.aspx                                                                                                                                               ","","2023/06/30","","","isabella.huang@quantatw.com                                                                                             ","NA"
"2383","台光電","EMC","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI","","https://www.emctw.com/zh-TW/csr_report/index","","2023/06/30","","2023/07/19","https://www.emctw.com/zh-TW/csr_report/index                                                                                                                                                            ","","2023/07/19","","","candy@mail.emctw.com                                                                                                    ",""
"2385","群光","CHICONY","5. 股本達新臺幣一百億元以上者","電子零組件業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","Bureau Veritas","","https://www.chicony.com/","","2023/06/29","","","https://www.chicony.com                                                                                                                                                                                 ","","2023/07/28","","","Helen_Chao@chicony.com                                                                                                  ",""
"2388","威盛","VIA","5. 股本達新臺幣一百億元以上者","半導體業","2022/01/01~2022/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","格瑞國際驗證有限公司","","https://www.viatech.com/tw/company-overview-tw/investor-relations/corporate-governance/","","2023/09/27","","","https://www.viatech.com/en/company-overview/investor-relations/corporate-governance/                                                                                                                    ","","2023/11/09","","","viaesg@via.com.tw                                                                                                       ",""
