"公司代號","公司名稱","英文簡稱","申報原因","產業類別","報告書內容涵蓋期間","編製依循準則","第三方驗證單位","第三方採用標準","會計師確信驗證單位","會計師確信採用標準","永續報告書網址","永續報告書檔案","上傳日期","修正後報告書","修正後報告書上傳日期","永續報告書英文版網址","永續報告書英文版檔案","英文版上傳日期","英文版修正後報告書","英文版修正後報告書上傳日期","報告書聯絡資訊","備註"
"4207","環泰","TFC","1. 屬食品工業者","食品工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正大聯合會計師事務所","","http://www.fructose.com.tw/tw/Download5","","2022/09/23","","","                                                                                                                                                                                                        ","","","","","ad02@fructose.com.tw                                                                                                    ",""
"4419","皇家美食","KH","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","立本台灣聯合會計師事務所","","http://www.ensureglobal.com.tw","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","longlon.com@msa.hint.net                                                                                                ",""
"4506","崇友","GFC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.gfc.com.tw/invest.php?PC_ID=20150917001&ac=8","","2022/09/30","","","https://www.gfc.com.tw/en/invest.php?PC_ID=20221227001                                                                                                                                                  ","","2022/12/28","","","patrick.lin@gfc.com.tw                                                                                                  ","無"
"4530","宏易","Honyi","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正風聯合會計師事務所","","http://www.honyigroup.com","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","jack.hsiao@honyigroup.com                                                                                               ",""
"4535","至興","FBT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI香港商英國標準協會太平洋有限公司台灣分公司","","https://www.fineblanking.com.tw/ec99/rwd1280/category.asp?category_id=31","","2022/08/30","","","                                                                                                                                                                                                        ","","","","","gmo05@fineblanking.com.tw                                                                                               ","無"
"4543","萬在","MAN ZAI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.manzai.com.tw/index.php?option=module&lang=cht&task=showlist&id=153&index=2","","2022/09/28","","","                                                                                                                                                                                                        ","","","","","Finance@manzai.com.tw                                                                                                   ","無"
"4549","桓達","FineTek","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電機機械","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會","","https://www.fine-tek.com/investors/socialPage/279","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","esg@fine-tek.com                                                                                                        ",""
"4702","中美實","ALLIED","3. 屬化學工業者","居家生活","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","http://www.aicgroup.com.tw/csr-report/","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","audit@aicgroup.com.tw                                                                                                   ",""
"4706","大恭","TKC","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","http://www.tkc.com.tw/Upload/csr/110CSRREPORT.pdf","","2022/08/19","","","                                                                                                                                                                                                        ","","","","","pan1961@tkc.com.tw                                                                                                      ",""
"4707","磐亞","PACC","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","穎達聯合會計師事務所","","https://www.pacc.com.tw/social_tw.php?id=4","","2022/09/28","","","                                                                                                                                                                                                        ","","","","","fion-wen@pacc.com.tw                                                                                                    ",""
"4711","永純","YONG SHUN","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","http://www.yongshunchemical.com","","2022/09/26","","","                                                                                                                                                                                                        ","","","","","yong.shun@msa.hinet.net                                                                                                 ",""
"4714","永捷","UB","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","https://www.u-best-inno.com/?%E6%8A%95%E8%B3%87%E4%BA%BA%E5%B0%88%E5%8D%80,64","","2022/08/29","","","                                                                                                                                                                                                        ","","","","","ub1234@ms12.hinet.net                                                                                                   ",""
"4716","大立","DAILY","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","http://www.daily-polymer.com/zh-tw/","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","dlgl10@mail.daily-polymer.com;dlvipd@mail.daily-polymer.com                                                             ","無"
"4721","美琪瑪","mechema","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永會計師事務所","","http://www.mechema.com","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","monica@mechema.com                                                                                                      ",""
"4741","泓瀚","Jetbest","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正大聯合會計師事務所","","http://www.jetbest.com/tw/csr.html","","2022/09/13","","","                                                                                                                                                                                                        ","","","","","Jennifer@jetbest.com                                                                                                    ",""
"4743","合一","ONENESS BIOTECH","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","生技醫療業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","SGS台灣檢驗科技","","https://www.onenessbio.com/tc/csr_detail23_0.htm","","2022/06/29","","2022/11/21","https://www.onenessbio.com/en/csr_detail23_0.htm                                                                                                                                                        ","","2022/11/21","","2022/11/21","csr_onenessbio@onenessbio.com.tw                                                                                        ","無"
"4754","國碳科","INCA","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安侯建業聯合會計師事務所","","https://www.incatech.com.tw/page/investors/index.aspx?root=18&kind=21","","2022/09/07","","2022/09/08","                                                                                                                                                                                                        ","","","","","polin@incatech.com.tw                                                                                                   ",""
"4767","誠泰科技","CHETAY","3. 屬化學工業者","化學工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","http://www.chetay.com.tw/","","2022/09/22","","","http://www.chetay.com.tw/                                                                                                                                                                               ","","2022/09/22","","","ct4767@mail.cherngtay.com                                                                                               ","無"
"4931","新盛力","STL","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.stl-tech.com/about2.asp","","2022/09/23","","","http://www.stl-tech.com/about2.asp                                                                                                                                                                      ","","2022/09/23","","","hr@stl-tech.com                                                                                                         ","無"
"4953","緯軟","WITS","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","資訊服務業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.wistronits.com/tw/esg/corporate-sustainability/download/","","2022/06/28","","","https://www.wistronits.com/en/esg/report/                                                                                                                                                               ","","2022/10/13","","","HanYuHuang@wistronits.com                                                                                               ",""
"4966","譜瑞-KY","Parade","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.paradetech.com/zh-hant/","","2022/05/27","","2022/05/27","https://www.paradetech.com/                                                                                                                                                                             ","","","","","csr@paradetech.com                                                                                                      ","無"
"4979","華星光","LuxNet","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.luxnetcorp.com.tw/resource_support.php","","2022/09/26","","","                                                                                                                                                                                                        ","","","","","csr@luxnetcorp.com.tw                                                                                                   ",""
"4995","晶達","Litemax","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://irs.litemax.com/investors/report/","","2022/08/03","","","                                                                                                                                                                                                        ","","","","","carol_hung@litemax.com.tw                                                                                               ",""
"5009","榮剛","GMTC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","艾法諾國際股份有限公司","","http://www.gmtc.com.tw/csr_download.php","","2022/06/30","","2022/07/14","http://www.gmtc.com.tw/csr_download.php                                                                                                                                                                 ","","2022/07/14","","","cuber@gmtc.com.tw                                                                                                       ",""
"5013","強新","NEW BEST","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","鋼鐵工業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.newbest.com.tw/investor-re.html","","2022/11/03","","","                                                                                                                                                                                                        ","","","","","sandy2@newbest.com.tw                                                                                                   ","無"
"5209","新鼎","CTCI ASI","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣檢驗科技股份有限公司(SGS TAIWAN)","","http://www.asi.ctci.com/www/ASI/csr/upload/page/PG227-F0.pdf","","2022/08/24","","","                                                                                                                                                                                                        ","","","","","yachi@ctci.com                                                                                                          ",""
"5227","立凱-KY","Aleees","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英商標準協會(BSI)","","http://www.aleees.com/zh/csr/download-csr-report/","","2022/06/30","","","                                                                                                                                                                                                        ","","","","","CSR@alechem.com                                                                                                         ","無"
"5263","智崴","BROGENT","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","BSI英國標準協會","","https://www.brogent.com/zh-tw/csr-report.html","","2022/09/13","","","https://www.brogent.com/en/csr-report.html                                                                                                                                                              ","","2022/09/13","","","web@brogent.com                                                                                                         ",""
"5274","信驊","ASPEED","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.aspeedtech.com","","2022/09/29","","2022/11/28","http://www.aspeedtech.com                                                                                                                                                                               ","","2022/11/28","","","tingi_chueh@aspeedtech.com                                                                                              ",""
"5289","宜鼎","Innodisk","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","SGS","","https://esg.innodisk.com/zh/download/csr","","2022/07/27","","","https://esg.innodisk.com/zh/download/csr                                                                                                                                                                ","","2022/11/21","","","InnodiskCSR@innodisk.com                                                                                                ","無。"
"5299","杰力","EMC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","2. OTHERS其他依循標準：報告書包含GRI準則永續性報告指南中的標準揭露。","無","無資料","N/A","","https://www.excelliancemos.com/esg/20/","","2022/09/28","","","https://www.excelliancemos.com/en/esg/20/                                                                                                                                                               ","","2022/12/23","","","speaker@excelliancemos.com                                                                                              ",""
"5301","寶得利","CJW","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","遠見國際會計師事務所","","https://www.cjwtaiwan.com/csr_report.php","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","morris@cjwtaiwan.com                                                                                                    ",""
"5309","系統電","SG","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.sysgration.com/zh-tw/","","2022/09/28","","","https://www.sysgration.com/zh-tw/                                                                                                                                                                       ","","2022/10/27","","","esgteam@sysgration.com                                                                                                  ",""
"5347","世界","VIS","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","3. AA1000 第2類型(Type2 ) 中度保證","台灣檢驗科技股份有限公司","","https://www.vis.com.tw/tc/csr_documents","","2022/06/29","","","https://www.vis.com.tw/en/csr_documents                                                                                                                                                                 ","","2022/06/29","","","dana_tsai@vis.com.tw                                                                                                    ",""
"5356","協益","SIRTEC","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.sirtec.com.tw/up/SIRTEC_CSR_2021.pdf","","2022/09/27","","","                                                                                                                                                                                                        ","","","","","tlkung@sirtec.com.tw                                                                                                    ",""
"5364","力麗店","LEALEA HOTELS","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","觀光餐旅","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","","","2022/09/30","","","                                                                                                                                                                                                        ","","","","","csr@lealeahotel.com.tw                                                                                                  ","無"
"5371","中光電","Coretronic","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","光電業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","4. AA1000 第2類型(Type2 ) 高度保證","台灣檢驗科技股份有限公司","","http://www.coretronic.com/csr/report","","2022/06/30","","","https://www.coretronic.com/en/csr/report/LWlXWq/download/Coretronic-2021-ESG-Report_EN_OTC.pdf                                                                                                          ","","2022/12/27","","","csr@coretronic.com                                                                                                      ",""
"5426","振發","　CF","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","2. OTHERS其他依循標準：GRI G3.1","無","無資料","N/A","","http://www.chengfwa.com.tw","","2022/06/27","","","                                                                                                                                                                                                        ","","","","2023/03/14","tinaling@chengfwa.com.tw                                                                                                ","無"
"5457","宣德","SPEED TECH","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","英國標準協會(BSI)","","https://www.speedtech.com.tw/%e6%b0%b8%e7%ba%8c%e5%a0%b1%e5%91%8a%e6%9b%b8/","","2022/09/20","","","                                                                                                                                                                                                        ","","","","","sandyhuang@speedtech.com.tw;leochung@speedtech.com.tw                                                                   ",""
"5478","智冠","SOFT-WORLD","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.soft-world.com/Investors/Policy?EKind=1052","","2022/09/30","","","https://www.soft-world.com/en/esg.html                                                                                                                                                                  ","","2022/09/30","","","csr@soft-world.com.tw                                                                                                   ",""
"5483","中美晶","SAS","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","5.其他","DNV-GL","","https://www.saswafer.com/%e8%b3%87%e8%a8%8a%e4%b8%ad%e5%bf%83/","","2022/06/27","","","https://www.saswafer.com/en/information-center_en/                                                                                                                                                      ","","2022/08/05","","","Linda@saswafer.com                                                                                                      ","無"
"5511","德昌","TE  CHANG","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","建材營造","2021/01/01~2021/12/31","2. OTHERS其他依循標準：GRI 永續報導準則；TCFD氣候相關財務揭露；SASB準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","法國標準協會(AFNOR)","","http://www.tccon.com.tw/#","","2022/09/26","","","                                                                                                                                                                                                        ","","","","","maggie.wang@tccon.com.tw                                                                                                ",""
"5512","力麒","RICH","5. 股本達新臺幣一百億元以上者","建材營造","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.rhd.com.tw/service/csr.php","","2022/06/23","","2022/06/23","                                                                                                                                                                                                        ","","","","","jefflin@rhd.com.tw                                                                                                      ","無"
"5530","龍巖","LUNG YEN","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.lyls.com.tw/sitePage/ESG","","2022/07/29","","","https://www.lyls.com.tw/sitePage/ESG                                                                                                                                                                    ","","2022/09/19","","","janet@lyls.com.tw                                                                                                       ","無"
"5536","聖暉*","ACTER","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會BSI Taiwan","","https://www.acter.com.tw/csr/download","","2022/07/05","","","https://www.acter.com.tw/en/csr/download                                                                                                                                                                ","","2023/01/31","","","Phoebe_Wu@acter.com.tw                                                                                                  ",""
"5703","亞都麗緻","Landis Taipei","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","觀光餐旅","2021/01/01~2021/12/31","2. OTHERS其他依循標準：GRI準則、SASB準則","會計師事務所：","1.確信準則公報第一號","國富浩華聯合會計師事務所","","https://taipei.landishotelsresorts.com/chinese-trad/about.php?id=54","","2022/09/22","","","                                                                                                                                                                                                        ","","","","2022/12/30","center.chchiu@landisgroup.com.tw                                                                                        ","無"
"5864","致和證","　CIS","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","正風聯合會計師事務所","","https://www.wintan.com.tw/ir_content.php?m=5&i=1","","2022/09/26","","2022/09/30","                                                                                                                                                                                                        ","","","","","wendy0587@jyhher.com.tw                                                                                                 ",""
"5878","台名","TABC","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.tabc.com.tw/duty.aspx?id=1061","","2022/09/23","","","https://www.tabc.com.tw/duty.aspx?id=1061                                                                                                                                                               ","","2023/01/31","","","ESG@tabc.com.tw                                                                                                         ",""
"5902","德記","Tait","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","居家生活","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.tait.com.tw/tw/investors/csr.aspx","","2022/08/31","","","                                                                                                                                                                                                        ","","2022/10/13","","2022/10/13","jane-hsu@taitnet.com.tw                                                                                                 ","無"
"5903","全家","FamilyMart","2. 屬餐飲收入占其全部營業收入之比率達百分之五十以上者","居家生活","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.family.com.tw/NewEnterprise/CSR/SustainableDevelopment/Article/60","","2022/06/24","","","https://www.family.com.tw/NewEnterprise/CSR/SustainableDevelopment/Article/60                                                                                                                           ","","2022/09/22","","","smile@family.com.tw                                                                                                     ",""
"5904","寶雅","Poya","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","居家生活","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.poya.com.tw/en/csr_report_ch.html","","2022/09/05","","","https://www.poya.com.tw/en/csr_report.html                                                                                                                                                              ","","2022/11/16","","","stella.ko@poya.com.tw                                                                                                   ",""
"6015","宏遠證","HORIZON Sec.","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永會計師事務所","","https://www.honsec.com.tw/about/?l=3&id=1088","","2022/09/21","","","                                                                                                                                                                                                        ","","","","","victoria.wang@honsec.com.tw                                                                                             ",""
"6016","康和證","concords","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會台灣分公司(BSI Taiwan)","","https://www.concords.com.tw/about/csr/csr-report.htm?mnu=04","","2022/08/23","","","                                                                                                                                                                                                        ","","","","2022/09/28","chin.ya@concords.com.tw                                                                                                 ","本公司英文版報告書預計111/09/30前完成"
"6020","大展證","TACHAN","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","安永聯合會計師事務所","","https://www.tachan.com.tw","","2022/06/21","","2022/09/26","                                                                                                                                                                                                        ","","","","","890077@tachan.com.tw                                                                                                    ",""
"6021","美好證","GOOD FINANCE","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.tcstock.com.tw/web/","","2022/09/19","","","                                                                                                                                                                                                        ","","","","2022/09/30","csr@goodfinance.com                                                                                                     ",""
"6023","元大期貨","Yuanta Futures","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","資誠聯合會計師事務所","","https://www.yuantafutures.com.tw/csr_01","","2022/09/28","","","                                                                                                                                                                                                        ","","","","","linda0204@yuanta.com                                                                                                    ","本報告書並經BSI英國標準協會驗證通過，採用標準為AA1000 第1類型(Type1) 中度保證。"
"6026","福邦證","GFS","4. 屬金融保險業者","金融業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","1.確信準則公報第一號","勤業眾信聯合會計師事務所","","https://www.gfortune.com.tw/Static/%E6%8A%95%E8%B3%87%E4%BA%BA%E5%B0%88%E5%8D%80/%E5%85%AC%E5%8F%B8%E8%87%AA%E7%90%86%E5%B0%88%E5%8D%80/110%E5%B9%B4%E5%BA%A6%E7%A6%8F%E9%82%A6%E8%AD%89%E5%88%B8%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E6%9B%B8-ESG%E5%85%A8%E6%96%87.pdf","","2022/09/29","","","                                                                                                                                                                                                        ","","","","","hankchou@mail.gfortune.com.tw                                                                                           ",""
"6121","新普","SMP","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電腦及週邊設備業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","SGS台灣檢驗科技股份有限公司","","https://www.simplo.com.tw/edcontent.php?lang=tw&tb=8&id=813&cid=141","","2022/10/28","","","https://www.simplo.com.tw/edcontent.php?lang=en&tb=8&cid=295                                                                                                                                            ","","2022/12/12","","","ESG@simplo.com.tw                                                                                                       ",""
"6147","頎邦","CHIPBOND","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","台灣檢驗科技股份有限公司 (SGS Taiwan Ltd.)","","https://csr.chipbond.com.tw/csrReport/csrReportDownload","","2022/06/30","","","https://csr.chipbond.com.tw/csrReport/csrReportDownload                                                                                                                                                 ","","2022/12/06","","","crystalhsieh@chipbond.com.tw                                                                                            ","無。"
"6173","信昌電","P.D.C.","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","http://www.pdc.com.tw/esg.pdf","","2022/09/14","","","                                                                                                                                                                                                        ","","","","","summer_lou@pdc.com.tw                                                                                                   ",""
"6180","橘子","GAMANIA","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","文化創意業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","會計師事務所：","2.ISAE3000","安侯建業聯合會計師事務所","","https://esg.gamania.com/","","2022/08/30","","","https://esg.gamania.com/                                                                                                                                                                                ","","2022/08/30","","","alanhsu@gamania.com                                                                                                     ",""
"6182","合晶","WAFER WORKS","5. 股本達新臺幣一百億元以上者","半導體業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.waferworks.com/uploads/esg/esg_report/esg_2021.pdf","","2022/06/20","","2022/06/20","https://www.waferworks.com/uploads/esg/esg_report/esg_2021_en.pdf                                                                                                                                       ","","2022/12/30","","","A00@waferworks.com                                                                                                      ",""
"6187","萬潤","ALL RING","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","其他電子業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.allring-tech.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=88&index=3","","2022/09/28","","","https://www.allring-tech.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=88&index=2                                                                                                            ","","2022/12/14","","","sp.hsieh@allring-tech.com.tw                                                                                            ","無"
"6207","雷科","LASERTEK","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.lasertek.com.tw/website/download/csr/2021_esg_foundation_report.pdf","","2022/12/08","","","                                                                                                                                                                                                        ","","","","","vivian@lasertek.com.tw                                                                                                  ",""
"6208","日揚","Htc","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.htcvacuum.com/zh-tw/about/index/corporate-social-responsibility","","2022/08/15","","","                                                                                                                                                                                                        ","","","","","emma.luo@high-light.com.tw                                                                                              ",""
"6220","岳豐","YFC-BONEAGLE","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","電子零組件業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","無","無資料","N/A","","https://www.cables.com.tw","","2022/09/08","","","                                                                                                                                                                                                        ","","","","","maya@cables.com.tw                                                                                                      ","無"
"6245","立端","Lanner","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","法國艾法諾國際驗證機構（AFNOR Group）","","https://www.lannerinc.com/tw/corporate-tw/social-responsibility","","2022/07/01","","","                                                                                                                                                                                                        ","","","","","benjamin_ting@lannerinc.com                                                                                             ","無"
"6263","普萊德","Planet","6. 股本達新臺幣五十億元以上者，但未達新臺幣一百億元以上者","通信網路業","2021/01/01~2021/12/31","1. GRI Standards GRI 準則","其他查驗證單位：","1. AA1000 第1類型(Type1 ) 中度保證","英國標準協會(BSI)","","http://www.planet.com.tw/en/csr/csr-reports","","2022/05/30","","2022/05/30","www.planet.com.tw/en/csr/csr-reports                                                                                                                                                                    ","","2023/03/09","","","natalie@planet.com.tw                                                                                                   ","無"
